x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,0,Terminal,81,1,1,481
0,-0.25,Walk (2 min),0,0,Transit,81,1,1,481
0,-0.5,"Transfer
(2 min wait)",1,1,Node,81,1,1,481
0,-1,Bus,0,0,Transit,81,1,1,481
0,-1.5,Transfer,1,1,Node,81,1,1,481
0,-1.75,Walk (10 min),0,0,Transit,81,1,1,481
0,-2,End,0,0,Terminal,81,1,1,481
0,0,Start,0,1,Terminal,81,1,2,481
0,-0.16666666666666666,Car,0,0,Transit,81,1,2,481
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,81,1,2,481
0,-0.5,Bus,0,0,Transit,81,1,2,481
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,81,1,2,481
0,-0.8333333333333333,Taxi,0,0,Transit,81,1,2,481
0,-1,End,0,1,Terminal,81,1,2,481
0,0,Start,0,0,Terminal,81,1,3,481
0,-0.25,Walk (2 min),0,0,Transit,81,1,3,481
0,-0.5,"Transfer
(2 min wait)",1,1,Node,81,1,3,481
0,-1,Bus,0,0,Transit,81,1,3,481
0,-1.5,Transfer,1,1,Node,81,1,3,481
0,-1.75,Walk (5 min),0,0,Transit,81,1,3,481
0,-2,End,0,0,Terminal,81,1,3,481
0,0,Start,0,0,Terminal,81,2,1,482
0,-0.25,Walk (10 min),0,0,Transit,81,2,1,482
0,-0.5,"Transfer
(10 min wait)",1,1,Node,81,2,1,482
0,-1,Bus,0,0,Transit,81,2,1,482
0,-1.5,Transfer,1,1,Node,81,2,1,482
0,-1.75,Walk (10 min),0,0,Transit,81,2,1,482
0,-2,End,0,0,Terminal,81,2,1,482
0,0,Start,0,1,Terminal,81,2,2,482
0,-0.5,Car,0,0,Transit,81,2,2,482
0,-1,End,0,1,Terminal,81,2,2,482
0,0,Start,0,1,Terminal,81,2,3,482
0,-0.5,Car,0,0,Transit,81,2,3,482
0,-1,End,0,1,Terminal,81,2,3,482
0,0,"Start
(2 min wait)",0,1,Terminal,81,3,1,483
0,-0.5,Uber/Lyft,0,0,Transit,81,3,1,483
0,-1,End,0,1,Terminal,81,3,1,483
0,0,Start,0,0,Terminal,81,3,2,483
0,-0.25,Walk (10 min),0,0,Transit,81,3,2,483
0,-0.5,"Transfer
(2 min wait)",1,1,Node,81,3,2,483
0,-1,Bus,0,0,Transit,81,3,2,483
0,-1.5,Transfer,1,1,Node,81,3,2,483
0,-1.75,Walk (5 min),0,0,Transit,81,3,2,483
0,-2,End,0,0,Terminal,81,3,2,483
0,0,Start,0,0,Terminal,81,3,3,483
0,-0.08333333333333333,Walk (2 min),0,0,Transit,81,3,3,483
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,81,3,3,483
0,-0.3333333333333333,Bus,0,0,Transit,81,3,3,483
0,-0.5,"Transfer
(10 min wait)",1,0,Node,81,3,3,483
0,-0.6666666666666666,Bus,0,0,Transit,81,3,3,483
0,-0.8333333333333333,"Transfer
(2 min wait)",1,0,Node,81,3,3,483
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,81,3,3,483
0,-1.1666666666666667,End,0,1,Terminal,81,3,3,483
0,0,"Start
(2 min wait)",0,1,Terminal,81,4,1,484
0,-0.25,Uber/Lyft,0,0,Transit,81,4,1,484
0,-0.5,"Transfer
(10 min wait)",1,0,Node,81,4,1,484
0,-0.75,Bus,0,0,Transit,81,4,1,484
0,-1,Transfer,1,1,Node,81,4,1,484
0,-1.125,Walk (5 min),0,0,Transit,81,4,1,484
0,-1.25,End,0,0,Terminal,81,4,1,484
0,0,"Start
(2 min wait)",0,1,Terminal,81,4,2,484
0,-0.25,Uber/Lyft,0,0,Transit,81,4,2,484
0,-0.5,"Transfer
(5 min wait)",1,0,Node,81,4,2,484
0,-0.75,Bus,0,0,Transit,81,4,2,484
0,-1,Transfer,1,1,Node,81,4,2,484
0,-1.125,Walk (10 min),0,0,Transit,81,4,2,484
0,-1.25,End,0,0,Terminal,81,4,2,484
0,0,"Start
(2 min wait)",0,1,Terminal,81,4,3,484
0,-0.5,Taxi,0,0,Transit,81,4,3,484
0,-1,End,0,1,Terminal,81,4,3,484
0,0,Start,0,0,Terminal,81,5,1,485
0,-0.25,Walk (5 min),0,0,Transit,81,5,1,485
0,-0.5,"Transfer
(5 min wait)",1,1,Node,81,5,1,485
0,-1,Bus,0,0,Transit,81,5,1,485
0,-1.5,Transfer,1,1,Node,81,5,1,485
0,-1.75,Walk (5 min),0,0,Transit,81,5,1,485
0,-2,End,0,0,Terminal,81,5,1,485
0,0,"Start
(10 min wait)",0,1,Terminal,81,5,2,485
0,-0.25,Uber/Lyft,0,0,Transit,81,5,2,485
0,-0.5,"Transfer
(5 min wait)",1,0,Node,81,5,2,485
0,-0.75,Bus,0,0,Transit,81,5,2,485
0,-1,Transfer,1,1,Node,81,5,2,485
0,-1.125,Walk (2 min),0,0,Transit,81,5,2,485
0,-1.25,End,0,0,Terminal,81,5,2,485
0,0,"Start
(5 min wait)",0,1,Terminal,81,5,3,485
0,-0.25,Uber/Lyft,0,0,Transit,81,5,3,485
0,-0.5,"Transfer
(10 min wait)",1,0,Node,81,5,3,485
0,-0.75,Bus,0,0,Transit,81,5,3,485
0,-1,Transfer,1,1,Node,81,5,3,485
0,-1.125,Walk (5 min),0,0,Transit,81,5,3,485
0,-1.25,End,0,0,Terminal,81,5,3,485
0,0,Start,0,0,Terminal,81,6,1,486
0,-0.125,Walk (5 min),0,0,Transit,81,6,1,486
0,-0.25,"Transfer
(10 min wait)",1,1,Node,81,6,1,486
0,-0.5,Bus,0,0,Transit,81,6,1,486
0,-0.75,"Transfer
(10 min wait)",1,0,Node,81,6,1,486
0,-1,Bus,0,0,Transit,81,6,1,486
0,-1.25,Transfer,1,1,Node,81,6,1,486
0,-1.375,Walk (2 min),0,0,Transit,81,6,1,486
0,-1.5,End,0,0,Terminal,81,6,1,486
0,0,Start,0,1,Terminal,81,6,2,486
0,-0.5,Car,0,0,Transit,81,6,2,486
0,-1,End,0,1,Terminal,81,6,2,486
0,0,"Start
(10 min wait)",0,1,Terminal,81,6,3,486
0,-0.5,Uber/Lyft,0,0,Transit,81,6,3,486
0,-1,End,0,1,Terminal,81,6,3,486
