x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,0,Terminal,1217,1,1,7297,25,36 - 44 minutes
0,-0.25,"Walk
(10 min)",0,0,Transit,1217,1,1,7297,25,36 - 44 minutes
0,-0.5,"Transfer
(5 min wait)",1,1,Node,1217,1,1,7297,25,36 - 44 minutes
0,-1,Bus,0,0,Transit,1217,1,1,7297,25,36 - 44 minutes
0,-1.5,Transfer,1,1,Node,1217,1,1,7297,25,36 - 44 minutes
0,-1.75,"Walk
(5 min)",0,0,Transit,1217,1,1,7297,25,36 - 44 minutes
0,-2,End,0,0,Terminal,1217,1,1,7297,25,36 - 44 minutes
0,0,Start,0,0,Terminal,1217,1,2,7297,30,59 - 89 minutes
0,-0.25,"Walk
(2 min)",0,0,Transit,1217,1,2,7297,30,59 - 89 minutes
0,-0.5,"Transfer
(2 min wait)",1,1,Node,1217,1,2,7297,30,59 - 89 minutes
0,-1,Bus,0,0,Transit,1217,1,2,7297,30,59 - 89 minutes
0,-1.5,Transfer,1,1,Node,1217,1,2,7297,30,59 - 89 minutes
0,-1.75,"Walk
(10 min)",0,0,Transit,1217,1,2,7297,30,59 - 89 minutes
0,-2,End,0,0,Terminal,1217,1,2,7297,30,59 - 89 minutes
0,0,Start,0,1,Terminal,1217,1,3,7297,10,40 - 50 minutes
0,-0.16666666666666666,Car,0,0,Transit,1217,1,3,7297,10,40 - 50 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1217,1,3,7297,10,40 - 50 minutes
0,-0.5,Bus,0,0,Transit,1217,1,3,7297,10,40 - 50 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,1217,1,3,7297,10,40 - 50 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,1217,1,3,7297,10,40 - 50 minutes
0,-1,End,0,1,Terminal,1217,1,3,7297,10,40 - 50 minutes
0,0,Start,0,1,Terminal,1217,2,1,7298,25,38 - 42 minutes
0,-0.25,Car,0,0,Transit,1217,2,1,7298,25,38 - 42 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1217,2,1,7298,25,38 - 42 minutes
0,-0.75,Bus,0,0,Transit,1217,2,1,7298,25,38 - 42 minutes
0,-1,Transfer,1,1,Node,1217,2,1,7298,25,38 - 42 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,1217,2,1,7298,25,38 - 42 minutes
0,-1.25,End,0,0,Terminal,1217,2,1,7298,25,38 - 42 minutes
0,0,Start,0,0,Terminal,1217,2,2,7298,25,71 - 79 minutes
0,-0.08333333333333333,"Walk
(10 min)",0,0,Transit,1217,2,2,7298,25,71 - 79 minutes
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,1217,2,2,7298,25,71 - 79 minutes
0,-0.3333333333333333,Bus,0,0,Transit,1217,2,2,7298,25,71 - 79 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1217,2,2,7298,25,71 - 79 minutes
0,-0.6666666666666666,Bus,0,0,Transit,1217,2,2,7298,25,71 - 79 minutes
0,-0.8333333333333333,"Transfer
(5 min wait)",1,0,Node,1217,2,2,7298,25,71 - 79 minutes
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,1217,2,2,7298,25,71 - 79 minutes
0,-1.1666666666666667,End,0,1,Terminal,1217,2,2,7298,25,71 - 79 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,1217,2,3,7298,20,62 - 92 minutes
0,-0.25,Taxi,0,0,Transit,1217,2,3,7298,20,62 - 92 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1217,2,3,7298,20,62 - 92 minutes
0,-0.75,Bus,0,0,Transit,1217,2,3,7298,20,62 - 92 minutes
0,-1,Transfer,1,1,Node,1217,2,3,7298,20,62 - 92 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,1217,2,3,7298,20,62 - 92 minutes
0,-1.25,End,0,0,Terminal,1217,2,3,7298,20,62 - 92 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,1217,3,1,7299,20,38 - 46 minutes
0,-0.25,Taxi,0,0,Transit,1217,3,1,7299,20,38 - 46 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1217,3,1,7299,20,38 - 46 minutes
0,-0.75,Bus,0,0,Transit,1217,3,1,7299,20,38 - 46 minutes
0,-1,Transfer,1,1,Node,1217,3,1,7299,20,38 - 46 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,1217,3,1,7299,20,38 - 46 minutes
0,-1.25,End,0,0,Terminal,1217,3,1,7299,20,38 - 46 minutes
0,0,Start,0,1,Terminal,1217,3,2,7299,20,36 - 54 minutes
0,-0.16666666666666666,Car,0,0,Transit,1217,3,2,7299,20,36 - 54 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,1217,3,2,7299,20,36 - 54 minutes
0,-0.5,Bus,0,0,Transit,1217,3,2,7299,20,36 - 54 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,1217,3,2,7299,20,36 - 54 minutes
0,-0.8333333333333333,Bus,0,0,Transit,1217,3,2,7299,20,36 - 54 minutes
0,-1,Transfer,1,1,Node,1217,3,2,7299,20,36 - 54 minutes
0,-1.0833333333333333,"Walk
(5 min)",0,0,Transit,1217,3,2,7299,20,36 - 54 minutes
0,-1.1666666666666667,End,0,0,Terminal,1217,3,2,7299,20,36 - 54 minutes
0,0,Start,0,1,Terminal,1217,3,3,7299,20,24 - 30 minutes
0,-0.25,Car,0,0,Transit,1217,3,3,7299,20,24 - 30 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1217,3,3,7299,20,24 - 30 minutes
0,-0.75,Bus,0,0,Transit,1217,3,3,7299,20,24 - 30 minutes
0,-1,Transfer,1,1,Node,1217,3,3,7299,20,24 - 30 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,1217,3,3,7299,20,24 - 30 minutes
0,-1.25,End,0,0,Terminal,1217,3,3,7299,20,24 - 30 minutes
0,0,Start,0,0,Terminal,1217,4,1,7300,20,35 - 43 minutes
0,-0.08333333333333333,"Walk
(10 min)",0,0,Transit,1217,4,1,7300,20,35 - 43 minutes
0,-0.16666666666666666,"Transfer
(2 min wait)",1,1,Node,1217,4,1,7300,20,35 - 43 minutes
0,-0.3333333333333333,Bus,0,0,Transit,1217,4,1,7300,20,35 - 43 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1217,4,1,7300,20,35 - 43 minutes
0,-0.6666666666666666,Bus,0,0,Transit,1217,4,1,7300,20,35 - 43 minutes
0,-0.8333333333333333,"Transfer
(5 min wait)",1,0,Node,1217,4,1,7300,20,35 - 43 minutes
0,-0.9999999999999999,Taxi,0,0,Transit,1217,4,1,7300,20,35 - 43 minutes
0,-1.1666666666666667,End,0,1,Terminal,1217,4,1,7300,20,35 - 43 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,1217,4,2,7300,15,32 - 48 minutes
0,-0.5,Uber/Lyft,0,0,Transit,1217,4,2,7300,15,32 - 48 minutes
0,-1,End,0,1,Terminal,1217,4,2,7300,15,32 - 48 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,1217,4,3,7300,20,46 - 68 minutes
0,-0.25,Uber/Lyft,0,0,Transit,1217,4,3,7300,20,46 - 68 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1217,4,3,7300,20,46 - 68 minutes
0,-0.75,Bus,0,0,Transit,1217,4,3,7300,20,46 - 68 minutes
0,-1,Transfer,1,1,Node,1217,4,3,7300,20,46 - 68 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,1217,4,3,7300,20,46 - 68 minutes
0,-1.25,End,0,0,Terminal,1217,4,3,7300,20,46 - 68 minutes
0,0,Start,0,1,Terminal,1217,5,1,7301,15,22 - 32 minutes
0,-0.16666666666666666,Car,0,0,Transit,1217,5,1,7301,15,22 - 32 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1217,5,1,7301,15,22 - 32 minutes
0,-0.5,Bus,0,0,Transit,1217,5,1,7301,15,22 - 32 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1217,5,1,7301,15,22 - 32 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,1217,5,1,7301,15,22 - 32 minutes
0,-1,End,0,1,Terminal,1217,5,1,7301,15,22 - 32 minutes
0,0,Start,0,1,Terminal,1217,5,2,7301,25,40 - 60 minutes
0,-0.5,Car,0,0,Transit,1217,5,2,7301,25,40 - 60 minutes
0,-1,End,0,1,Terminal,1217,5,2,7301,25,40 - 60 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,1217,5,3,7301,20,66 - 74 minutes
0,-0.25,Uber/Lyft,0,0,Transit,1217,5,3,7301,20,66 - 74 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1217,5,3,7301,20,66 - 74 minutes
0,-0.75,Bus,0,0,Transit,1217,5,3,7301,20,66 - 74 minutes
0,-1,Transfer,1,1,Node,1217,5,3,7301,20,66 - 74 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,1217,5,3,7301,20,66 - 74 minutes
0,-1.25,End,0,0,Terminal,1217,5,3,7301,20,66 - 74 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,1217,6,1,7302,30,49 - 55 minutes
0,-0.5,Uber/Lyft,0,0,Transit,1217,6,1,7302,30,49 - 55 minutes
0,-1,End,0,1,Terminal,1217,6,1,7302,30,49 - 55 minutes
0,0,Start,0,1,Terminal,1217,6,2,7302,30,23 - 25 minutes
0,-0.16666666666666666,Car,0,0,Transit,1217,6,2,7302,30,23 - 25 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1217,6,2,7302,30,23 - 25 minutes
0,-0.5,Bus,0,0,Transit,1217,6,2,7302,30,23 - 25 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1217,6,2,7302,30,23 - 25 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,1217,6,2,7302,30,23 - 25 minutes
0,-1,End,0,1,Terminal,1217,6,2,7302,30,23 - 25 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,1217,6,3,7302,15,26 - 38 minutes
0,-0.5,Taxi,0,0,Transit,1217,6,3,7302,15,26 - 38 minutes
0,-1,End,0,1,Terminal,1217,6,3,7302,15,26 - 38 minutes
