x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,1,Terminal,889,1,1,5329,15,45 - 55 minutes
0,-0.16666666666666666,Car,0,0,Transit,889,1,1,5329,15,45 - 55 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,889,1,1,5329,15,45 - 55 minutes
0,-0.5,Bus,0,0,Transit,889,1,1,5329,15,45 - 55 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,889,1,1,5329,15,45 - 55 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,889,1,1,5329,15,45 - 55 minutes
0,-1,End,0,1,Terminal,889,1,1,5329,15,45 - 55 minutes
0,0,Start,0,1,Terminal,889,1,2,5329,10,68 - 82 minutes
0,-0.16666666666666666,Car,0,0,Transit,889,1,2,5329,10,68 - 82 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,889,1,2,5329,10,68 - 82 minutes
0,-0.5,Bus,0,0,Transit,889,1,2,5329,10,68 - 82 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,889,1,2,5329,10,68 - 82 minutes
0,-0.8333333333333333,Bus,0,0,Transit,889,1,2,5329,10,68 - 82 minutes
0,-1,Transfer,1,1,Node,889,1,2,5329,10,68 - 82 minutes
0,-1.0833333333333333,Walk (5 min),0,0,Transit,889,1,2,5329,10,68 - 82 minutes
0,-1.1666666666666667,End,0,0,Terminal,889,1,2,5329,10,68 - 82 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,889,1,3,5329,30,28 - 30 minutes
0,-0.25,Uber/Lyft,0,0,Transit,889,1,3,5329,30,28 - 30 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,889,1,3,5329,30,28 - 30 minutes
0,-0.75,Bus,0,0,Transit,889,1,3,5329,30,28 - 30 minutes
0,-1,Transfer,1,1,Node,889,1,3,5329,30,28 - 30 minutes
0,-1.125,Walk (5 min),0,0,Transit,889,1,3,5329,30,28 - 30 minutes
0,-1.25,End,0,0,Terminal,889,1,3,5329,30,28 - 30 minutes
0,0,Start,0,1,Terminal,889,2,1,5330,20,45 - 55 minutes
0,-0.5,Car,0,0,Transit,889,2,1,5330,20,45 - 55 minutes
0,-1,End,0,1,Terminal,889,2,1,5330,20,45 - 55 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,889,2,2,5330,20,56 - 84 minutes
0,-0.5,Taxi,0,0,Transit,889,2,2,5330,20,56 - 84 minutes
0,-1,End,0,1,Terminal,889,2,2,5330,20,56 - 84 minutes
0,0,Start,0,0,Terminal,889,2,3,5330,15,31 - 37 minutes
0,-0.08333333333333333,Walk (2 min),0,0,Transit,889,2,3,5330,15,31 - 37 minutes
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,889,2,3,5330,15,31 - 37 minutes
0,-0.3333333333333333,Bus,0,0,Transit,889,2,3,5330,15,31 - 37 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,889,2,3,5330,15,31 - 37 minutes
0,-0.6666666666666666,Bus,0,0,Transit,889,2,3,5330,15,31 - 37 minutes
0,-0.8333333333333333,"Transfer
(2 min wait)",1,0,Node,889,2,3,5330,15,31 - 37 minutes
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,889,2,3,5330,15,31 - 37 minutes
0,-1.1666666666666667,End,0,1,Terminal,889,2,3,5330,15,31 - 37 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,889,3,1,5331,15,30 - 34 minutes
0,-0.5,Uber/Lyft,0,0,Transit,889,3,1,5331,15,30 - 34 minutes
0,-1,End,0,1,Terminal,889,3,1,5331,15,30 - 34 minutes
0,0,Start,0,1,Terminal,889,3,2,5331,15,48 - 72 minutes
0,-0.16666666666666666,Car,0,0,Transit,889,3,2,5331,15,48 - 72 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,889,3,2,5331,15,48 - 72 minutes
0,-0.5,Bus,0,0,Transit,889,3,2,5331,15,48 - 72 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,889,3,2,5331,15,48 - 72 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,889,3,2,5331,15,48 - 72 minutes
0,-1,End,0,1,Terminal,889,3,2,5331,15,48 - 72 minutes
0,0,Start,0,0,Terminal,889,3,3,5331,30,74 - 110 minutes
0,-0.08333333333333333,Walk (2 min),0,0,Transit,889,3,3,5331,30,74 - 110 minutes
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,889,3,3,5331,30,74 - 110 minutes
0,-0.3333333333333333,Bus,0,0,Transit,889,3,3,5331,30,74 - 110 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,889,3,3,5331,30,74 - 110 minutes
0,-0.6666666666666666,Bus,0,0,Transit,889,3,3,5331,30,74 - 110 minutes
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,889,3,3,5331,30,74 - 110 minutes
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,889,3,3,5331,30,74 - 110 minutes
0,-1.1666666666666667,End,0,1,Terminal,889,3,3,5331,30,74 - 110 minutes
0,0,Start,0,1,Terminal,889,4,1,5332,25,40 - 60 minutes
0,-0.5,Car,0,0,Transit,889,4,1,5332,25,40 - 60 minutes
0,-1,End,0,1,Terminal,889,4,1,5332,25,40 - 60 minutes
0,0,Start,0,1,Terminal,889,4,2,5332,25,32 - 48 minutes
0,-0.5,Car,0,0,Transit,889,4,2,5332,25,32 - 48 minutes
0,-1,End,0,1,Terminal,889,4,2,5332,25,32 - 48 minutes
0,0,Start,0,1,Terminal,889,4,3,5332,20,33 - 37 minutes
0,-0.16666666666666666,Car,0,0,Transit,889,4,3,5332,20,33 - 37 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,889,4,3,5332,20,33 - 37 minutes
