x,y,label,type,respID,qID,altID,obsID
0,0,Start,Node,1070,1,1,6415
1,0.08333333333333333,Walk (5 min),Walk,1070,1,1,6415
1,0.16666666666666666,Bus,Vehicle,1070,1,1,6415
0,0.3333333333333333,Transfer,Node,1070,1,1,6415
1,0.5,Bus,Vehicle,1070,1,1,6415
0,0.6666666666666666,Transfer,Node,1070,1,1,6415
1,0.8333333333333333,Taxi,Vehicle,1070,1,1,6415
1,0.9166666666666666,Walk (5 min),Walk,1070,1,1,6415
0,1,End,Node,1070,1,1,6415
0,0,Start,Node,1070,1,2,6415
1,0.15,Walk (10 min),Walk,1070,1,2,6415
1,0.5,Bus,Vehicle,1070,1,2,6415
1,0.85,Walk (10 min),Walk,1070,1,2,6415
0,1,End,Node,1070,1,2,6415
0,0,Start,Node,1070,1,3,6415
1,0.08333333333333333,Walk (5 min),Walk,1070,1,3,6415
1,0.16666666666666666,Car,Vehicle,1070,1,3,6415
0,0.3333333333333333,Transfer (10 min wait),Node,1070,1,3,6415
1,0.5,Bus,Vehicle,1070,1,3,6415
0,0.6666666666666666,Transfer (5 min wait),Node,1070,1,3,6415
1,0.8333333333333333,Taxi,Vehicle,1070,1,3,6415
0,1,End,Node,1070,1,3,6415
0,0,Start (10 min wait),Node,1070,2,1,6416
1,0.5,Taxi,Vehicle,1070,2,1,6416
0,1,End,Node,1070,2,1,6416
0,0,Start (10 min wait),Node,1070,2,2,6416
1,0.15,Walk (5 min),Walk,1070,2,2,6416
1,0.5,Bus,Vehicle,1070,2,2,6416
0,1,End,Node,1070,2,2,6416
0,0,Start,Node,1070,2,3,6416
1,0.125,Walk (10 min),Walk,1070,2,3,6416
1,0.25,Taxi,Vehicle,1070,2,3,6416
0,0.5,Transfer (10 min wait),Node,1070,2,3,6416
1,0.75,Bus,Vehicle,1070,2,3,6416
0,1,End,Node,1070,2,3,6416
0,0,Start (5 min wait),Node,1070,3,1,6417
1,0.15,Walk (10 min),Walk,1070,3,1,6417
1,0.5,Bus,Vehicle,1070,3,1,6417
0,1,End,Node,1070,3,1,6417
0,0,Start,Node,1070,3,2,6417
1,0.16666666666666666,Car,Vehicle,1070,3,2,6417
0,0.3333333333333333,Transfer (10 min wait),Node,1070,3,2,6417
1,0.5,Bus,Vehicle,1070,3,2,6417
0,0.6666666666666666,Transfer (10 min wait),Node,1070,3,2,6417
1,0.8333333333333333,Bus,Vehicle,1070,3,2,6417
1,0.9166666666666666,Walk (5 min),Walk,1070,3,2,6417
0,1,End,Node,1070,3,2,6417
0,0,Start,Node,1070,3,3,6417
1,0.08333333333333333,Walk (5 min),Walk,1070,3,3,6417
1,0.16666666666666666,Car,Vehicle,1070,3,3,6417
0,0.3333333333333333,Transfer (5 min wait),Node,1070,3,3,6417
1,0.5,Bus,Vehicle,1070,3,3,6417
0,0.6666666666666666,Transfer,Node,1070,3,3,6417
1,0.8333333333333333,Uber/Lyft,Vehicle,1070,3,3,6417
1,0.9166666666666666,Walk (5 min),Walk,1070,3,3,6417
0,1,End,Node,1070,3,3,6417
0,0,Start,Node,1070,4,1,6418
1,0.08333333333333333,Walk (10 min),Walk,1070,4,1,6418
1,0.16666666666666666,Taxi,Vehicle,1070,4,1,6418
0,0.3333333333333333,Transfer (10 min wait),Node,1070,4,1,6418
1,0.5,Bus,Vehicle,1070,4,1,6418
0,0.6666666666666666,Transfer (10 min wait),Node,1070,4,1,6418
1,0.8333333333333333,Bus,Vehicle,1070,4,1,6418
1,0.9166666666666666,Walk (10 min),Walk,1070,4,1,6418
0,1,End,Node,1070,4,1,6418
0,0,Start,Node,1070,4,2,6418
1,0.16666666666666666,Car,Vehicle,1070,4,2,6418
0,0.3333333333333333,Transfer (10 min wait),Node,1070,4,2,6418
1,0.5,Bus,Vehicle,1070,4,2,6418
0,0.6666666666666666,Transfer (5 min wait),Node,1070,4,2,6418
1,0.8333333333333333,Taxi,Vehicle,1070,4,2,6418
1,0.9166666666666666,Walk (10 min),Walk,1070,4,2,6418
0,1,End,Node,1070,4,2,6418
0,0,Start,Node,1070,4,3,6418
1,0.125,Walk (5 min),Walk,1070,4,3,6418
1,0.25,Car,Vehicle,1070,4,3,6418
0,0.5,Transfer,Node,1070,4,3,6418
1,0.75,Bus,Vehicle,1070,4,3,6418
1,0.875,Walk (5 min),Walk,1070,4,3,6418
0,1,End,Node,1070,4,3,6418
0,0,Start,Node,1070,5,1,6419
1,0.5,Car,Vehicle,1070,5,1,6419
0,1,End,Node,1070,5,1,6419
0,0,Start (5 min wait),Node,1070,5,2,6419
1,0.125,Walk (10 min),Walk,1070,5,2,6419
1,0.25,Taxi,Vehicle,1070,5,2,6419
0,0.5,Transfer,Node,1070,5,2,6419
1,0.75,Bus,Vehicle,1070,5,2,6419
1,0.875,Walk (10 min),Walk,1070,5,2,6419
0,1,End,Node,1070,5,2,6419
