x,y,label,type,respID,qID,altID,obsID
0,0,Start (5 min wait),Node,2940,1,1,17635
1,0.25,Uber/Lyft,Vehicle,2940,1,1,17635
0,0.5,Transfer (10 min wait),Node,2940,1,1,17635
1,0.75,Bus,Vehicle,2940,1,1,17635
1,0.875,Walk (10 min),Walk,2940,1,1,17635
0,1,End,Node,2940,1,1,17635
0,0,Start (5 min wait),Node,2940,1,2,17635
1,0.08333333333333333,Walk (10 min),Walk,2940,1,2,17635
1,0.16666666666666666,Bus,Vehicle,2940,1,2,17635
0,0.3333333333333333,Transfer (5 min wait),Node,2940,1,2,17635
1,0.5,Bus,Vehicle,2940,1,2,17635
0,0.6666666666666666,Transfer,Node,2940,1,2,17635
1,0.8333333333333333,Uber/Lyft,Vehicle,2940,1,2,17635
1,0.9166666666666666,Walk (5 min),Walk,2940,1,2,17635
0,1,End,Node,2940,1,2,17635
0,0,Start (5 min wait),Node,2940,1,3,17635
1,0.5,Uber/Lyft,Vehicle,2940,1,3,17635
0,1,End,Node,2940,1,3,17635
0,0,Start (5 min wait),Node,2940,2,1,17636
1,0.15,Walk (10 min),Walk,2940,2,1,17636
1,0.5,Bus,Vehicle,2940,2,1,17636
0,1,End,Node,2940,2,1,17636
0,0,Start,Node,2940,2,2,17636
1,0.16666666666666666,Taxi,Vehicle,2940,2,2,17636
0,0.3333333333333333,Transfer (10 min wait),Node,2940,2,2,17636
1,0.5,Bus,Vehicle,2940,2,2,17636
0,0.6666666666666666,Transfer,Node,2940,2,2,17636
1,0.8333333333333333,Taxi,Vehicle,2940,2,2,17636
0,1,End,Node,2940,2,2,17636
0,0,Start,Node,2940,2,3,17636
1,0.25,Car,Vehicle,2940,2,3,17636
0,0.5,Transfer (5 min wait),Node,2940,2,3,17636
1,0.75,Bus,Vehicle,2940,2,3,17636
1,0.875,Walk (5 min),Walk,2940,2,3,17636
0,1,End,Node,2940,2,3,17636
0,0,Start,Node,2940,3,1,17637
1,0.08333333333333333,Walk (10 min),Walk,2940,3,1,17637
1,0.16666666666666666,Car,Vehicle,2940,3,1,17637
0,0.3333333333333333,Transfer (5 min wait),Node,2940,3,1,17637
