x,y,label,type,respID,qID,altID,obsID
0,0,Start,Node,704,1,1,4219
1,0.08333333333333333,Walk (10 min),Walk,704,1,1,4219
1,0.16666666666666666,Car,Vehicle,704,1,1,4219
0,0.3333333333333333,Transfer,Node,704,1,1,4219
1,0.5,Bus,Vehicle,704,1,1,4219
0,0.6666666666666666,Transfer,Node,704,1,1,4219
1,0.8333333333333333,Bus,Vehicle,704,1,1,4219
1,0.9166666666666666,Walk (5 min),Walk,704,1,1,4219
0,1,End,Node,704,1,1,4219
0,0,Start,Node,704,1,2,4219
1,0.125,Walk (10 min),Walk,704,1,2,4219
1,0.25,Car,Vehicle,704,1,2,4219
0,0.5,Transfer (10 min wait),Node,704,1,2,4219
1,0.75,Bus,Vehicle,704,1,2,4219
1,0.875,Walk (5 min),Walk,704,1,2,4219
0,1,End,Node,704,1,2,4219
0,0,Start,Node,704,1,3,4219
1,0.08333333333333333,Walk (5 min),Walk,704,1,3,4219
1,0.16666666666666666,Uber/Lyft,Vehicle,704,1,3,4219
0,0.3333333333333333,Transfer (5 min wait),Node,704,1,3,4219
1,0.5,Bus,Vehicle,704,1,3,4219
0,0.6666666666666666,Transfer,Node,704,1,3,4219
1,0.8333333333333333,Uber/Lyft,Vehicle,704,1,3,4219
0,1,End,Node,704,1,3,4219
0,0,Start,Node,704,2,1,4220
1,0.5,Car,Vehicle,704,2,1,4220
0,1,End,Node,704,2,1,4220
0,0,Start (5 min wait),Node,704,2,2,4220
1,0.5,Uber/Lyft,Vehicle,704,2,2,4220
0,1,End,Node,704,2,2,4220
0,0,Start,Node,704,2,3,4220
1,0.5,Taxi,Vehicle,704,2,3,4220
0,1,End,Node,704,2,3,4220
0,0,Start,Node,704,3,1,4221
1,0.125,Walk (10 min),Walk,704,3,1,4221
1,0.25,Taxi,Vehicle,704,3,1,4221
0,0.5,Transfer (10 min wait),Node,704,3,1,4221
1,0.75,Bus,Vehicle,704,3,1,4221
1,0.875,Walk (5 min),Walk,704,3,1,4221
0,1,End,Node,704,3,1,4221
0,0,Start (10 min wait),Node,704,3,2,4221
1,0.125,Walk (10 min),Walk,704,3,2,4221
1,0.25,Uber/Lyft,Vehicle,704,3,2,4221
0,0.5,Transfer (5 min wait),Node,704,3,2,4221
1,0.75,Bus,Vehicle,704,3,2,4221
1,0.875,Walk (10 min),Walk,704,3,2,4221
0,1,End,Node,704,3,2,4221
0,0,Start,Node,704,3,3,4221
1,0.125,Walk (10 min),Walk,704,3,3,4221
1,0.25,Car,Vehicle,704,3,3,4221
0,0.5,Transfer (10 min wait),Node,704,3,3,4221
1,0.75,Bus,Vehicle,704,3,3,4221
1,0.875,Walk (10 min),Walk,704,3,3,4221
0,1,End,Node,704,3,3,4221
0,0,Start,Node,704,4,1,4222
1,0.25,Taxi,Vehicle,704,4,1,4222
0,0.5,Transfer (10 min wait),Node,704,4,1,4222
1,0.75,Bus,Vehicle,704,4,1,4222
0,1,End,Node,704,4,1,4222
0,0,Start,Node,704,4,2,4222
1,0.125,Walk (10 min),Walk,704,4,2,4222
1,0.25,Uber/Lyft,Vehicle,704,4,2,4222
0,0.5,Transfer (10 min wait),Node,704,4,2,4222
1,0.75,Bus,Vehicle,704,4,2,4222
0,1,End,Node,704,4,2,4222
0,0,Start,Node,704,4,3,4222
1,0.5,Car,Vehicle,704,4,3,4222
0,1,End,Node,704,4,3,4222
0,0,Start,Node,704,5,1,4223
1,0.08333333333333333,Walk (10 min),Walk,704,5,1,4223
1,0.16666666666666666,Car,Vehicle,704,5,1,4223
0,0.3333333333333333,Transfer,Node,704,5,1,4223
1,0.5,Bus,Vehicle,704,5,1,4223
0,0.6666666666666666,Transfer (10 min wait),Node,704,5,1,4223
1,0.8333333333333333,Uber/Lyft,Vehicle,704,5,1,4223
0,1,End,Node,704,5,1,4223
0,0,Start,Node,704,5,2,4223
1,0.25,Car,Vehicle,704,5,2,4223
0,0.5,Transfer (5 min wait),Node,704,5,2,4223
1,0.75,Bus,Vehicle,704,5,2,4223
1,0.875,Walk (5 min),Walk,704,5,2,4223
0,1,End,Node,704,5,2,4223
0,0,Start (5 min wait),Node,704,5,3,4223
1,0.25,Taxi,Vehicle,704,5,3,4223
0,0.5,Transfer (10 min wait),Node,704,5,3,4223
1,0.75,Bus,Vehicle,704,5,3,4223
0,1,End,Node,704,5,3,4223
0,0,Start,Node,704,6,1,4224
1,0.16666666666666666,Car,Vehicle,704,6,1,4224
0,0.3333333333333333,Transfer,Node,704,6,1,4224
1,0.5,Bus,Vehicle,704,6,1,4224
0,0.6666666666666666,Transfer,Node,704,6,1,4224
1,0.8333333333333333,Taxi,Vehicle,704,6,1,4224
1,0.9166666666666666,Walk (5 min),Walk,704,6,1,4224
0,1,End,Node,704,6,1,4224
0,0,Start,Node,704,6,2,4224
1,0.08333333333333333,Walk (10 min),Walk,704,6,2,4224
1,0.16666666666666666,Car,Vehicle,704,6,2,4224
0,0.3333333333333333,Transfer,Node,704,6,2,4224
1,0.5,Bus,Vehicle,704,6,2,4224
0,0.6666666666666666,Transfer,Node,704,6,2,4224
1,0.8333333333333333,Uber/Lyft,Vehicle,704,6,2,4224
1,0.9166666666666666,Walk (5 min),Walk,704,6,2,4224
0,1,End,Node,704,6,2,4224
0,0,Start,Node,704,6,3,4224
1,0.125,Walk (10 min),Walk,704,6,3,4224
1,0.25,Car,Vehicle,704,6,3,4224
0,0.5,Transfer (5 min wait),Node,704,6,3,4224
1,0.75,Bus,Vehicle,704,6,3,4224
0,1,End,Node,704,6,3,4224
