x,y,label,type,respID,qID,altID,obsID
0,0,Start,Node,34,1,1,199
1,0.16666666666666666,Bus,Vehicle,34,1,1,199
0,0.3333333333333333,Transfer,Node,34,1,1,199
1,0.5,Bus,Vehicle,34,1,1,199
0,0.6666666666666666,Transfer (5 min wait),Node,34,1,1,199
1,0.8333333333333333,Uber/Lyft,Vehicle,34,1,1,199
1,0.9166666666666666,Walk (10 min),Walk,34,1,1,199
0,1,End,Node,34,1,1,199
0,0,Start,Node,34,1,2,199
1,0.16666666666666666,Car,Vehicle,34,1,2,199
0,0.3333333333333333,Transfer,Node,34,1,2,199
1,0.5,Bus,Vehicle,34,1,2,199
0,0.6666666666666666,Transfer (10 min wait),Node,34,1,2,199
1,0.8333333333333333,Taxi,Vehicle,34,1,2,199
0,1,End,Node,34,1,2,199
0,0,Start (5 min wait),Node,34,1,3,199
1,0.15,Walk (10 min),Walk,34,1,3,199
1,0.5,Bus,Vehicle,34,1,3,199
1,0.85,Walk (10 min),Walk,34,1,3,199
0,1,End,Node,34,1,3,199
0,0,Start (5 min wait),Node,34,2,1,200
1,0.16666666666666666,Bus,Vehicle,34,2,1,200
0,0.3333333333333333,Transfer (5 min wait),Node,34,2,1,200
1,0.5,Bus,Vehicle,34,2,1,200
0,0.6666666666666666,Transfer,Node,34,2,1,200
1,0.8333333333333333,Taxi,Vehicle,34,2,1,200
0,1,End,Node,34,2,1,200
0,0,Start (5 min wait),Node,34,2,2,200
1,0.125,Walk (5 min),Walk,34,2,2,200
1,0.25,Uber/Lyft,Vehicle,34,2,2,200
0,0.5,Transfer (5 min wait),Node,34,2,2,200
1,0.75,Bus,Vehicle,34,2,2,200
1,0.875,Walk (5 min),Walk,34,2,2,200
0,1,End,Node,34,2,2,200
0,0,Start (10 min wait),Node,34,2,3,200
1,0.16666666666666666,Uber/Lyft,Vehicle,34,2,3,200
0,0.3333333333333333,Transfer (5 min wait),Node,34,2,3,200
1,0.5,Bus,Vehicle,34,2,3,200
0,0.6666666666666666,Transfer (5 min wait),Node,34,2,3,200
1,0.8333333333333333,Bus,Vehicle,34,2,3,200
0,1,End,Node,34,2,3,200
0,0,Start (10 min wait),Node,34,3,1,201
1,0.15,Walk (10 min),Walk,34,3,1,201
1,0.5,Bus,Vehicle,34,3,1,201
1,0.85,Walk (5 min),Walk,34,3,1,201
0,1,End,Node,34,3,1,201
0,0,Start,Node,34,3,2,201
1,0.08333333333333333,Walk (5 min),Walk,34,3,2,201
1,0.16666666666666666,Uber/Lyft,Vehicle,34,3,2,201
0,0.3333333333333333,Transfer (10 min wait),Node,34,3,2,201
1,0.5,Bus,Vehicle,34,3,2,201
0,0.6666666666666666,Transfer (10 min wait),Node,34,3,2,201
1,0.8333333333333333,Bus,Vehicle,34,3,2,201
1,0.9166666666666666,Walk (5 min),Walk,34,3,2,201
0,1,End,Node,34,3,2,201
0,0,Start,Node,34,3,3,201
1,0.125,Walk (10 min),Walk,34,3,3,201
1,0.25,Car,Vehicle,34,3,3,201
0,0.5,Transfer (5 min wait),Node,34,3,3,201
1,0.75,Bus,Vehicle,34,3,3,201
1,0.875,Walk (10 min),Walk,34,3,3,201
0,1,End,Node,34,3,3,201
0,0,Start (10 min wait),Node,34,4,1,202
1,0.15,Walk (10 min),Walk,34,4,1,202
1,0.5,Bus,Vehicle,34,4,1,202
0,1,End,Node,34,4,1,202
0,0,Start (10 min wait),Node,34,4,2,202
1,0.125,Walk (10 min),Walk,34,4,2,202
1,0.25,Taxi,Vehicle,34,4,2,202
0,0.5,Transfer,Node,34,4,2,202
1,0.75,Bus,Vehicle,34,4,2,202
1,0.875,Walk (5 min),Walk,34,4,2,202
0,1,End,Node,34,4,2,202
0,0,Start (5 min wait),Node,34,4,3,202
1,0.5,Bus,Vehicle,34,4,3,202
0,1,End,Node,34,4,3,202
0,0,Start (5 min wait),Node,34,5,1,203
1,0.5,Taxi,Vehicle,34,5,1,203
0,1,End,Node,34,5,1,203
0,0,Start (5 min wait),Node,34,5,2,203
1,0.5,Uber/Lyft,Vehicle,34,5,2,203
0,1,End,Node,34,5,2,203
0,0,Start,Node,34,5,3,203
1,0.5,Car,Vehicle,34,5,3,203
0,1,End,Node,34,5,3,203
0,0,Start (10 min wait),Node,34,6,1,204
1,0.16666666666666666,Bus,Vehicle,34,6,1,204
0,0.3333333333333333,Transfer (10 min wait),Node,34,6,1,204
1,0.5,Bus,Vehicle,34,6,1,204
0,0.6666666666666666,Transfer (10 min wait),Node,34,6,1,204
1,0.8333333333333333,Taxi,Vehicle,34,6,1,204
1,0.9166666666666666,Walk (5 min),Walk,34,6,1,204
0,1,End,Node,34,6,1,204
0,0,Start (5 min wait),Node,34,6,2,204
1,0.125,Walk (5 min),Walk,34,6,2,204
1,0.25,Uber/Lyft,Vehicle,34,6,2,204
0,0.5,Transfer (10 min wait),Node,34,6,2,204
1,0.75,Bus,Vehicle,34,6,2,204
1,0.875,Walk (10 min),Walk,34,6,2,204
0,1,End,Node,34,6,2,204
0,0,Start,Node,34,6,3,204
1,0.125,Walk (5 min),Walk,34,6,3,204
1,0.25,Taxi,Vehicle,34,6,3,204
0,0.5,Transfer,Node,34,6,3,204
1,0.75,Bus,Vehicle,34,6,3,204
1,0.875,Walk (10 min),Walk,34,6,3,204
0,1,End,Node,34,6,3,204
