x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,0,Terminal,755,1,1,4525
0,-0.25,Walk (5 min),0,0,Transit,755,1,1,4525
0,-0.5,"Transfer
(10 min wait)",1,1,Node,755,1,1,4525
0,-1,Bus,0,0,Transit,755,1,1,4525
0,-1.5,Transfer,1,1,Node,755,1,1,4525
0,-1.75,Walk (2 min),0,0,Transit,755,1,1,4525
0,-2,End,0,0,Terminal,755,1,1,4525
0,0,"Start
(2 min wait)",0,1,Terminal,755,1,2,4525
0,-0.25,Uber/Lyft,0,0,Transit,755,1,2,4525
0,-0.5,"Transfer
(5 min wait)",1,0,Node,755,1,2,4525
0,-0.75,Bus,0,0,Transit,755,1,2,4525
0,-1,Transfer,1,1,Node,755,1,2,4525
0,-1.125,Walk (5 min),0,0,Transit,755,1,2,4525
0,-1.25,End,0,0,Terminal,755,1,2,4525
0,0,Start,0,1,Terminal,755,1,3,4525
0,-0.16666666666666666,Car,0,0,Transit,755,1,3,4525
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,755,1,3,4525
0,-0.5,Bus,0,0,Transit,755,1,3,4525
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,755,1,3,4525
0,-0.8333333333333333,Bus,0,0,Transit,755,1,3,4525
0,-1,Transfer,1,1,Node,755,1,3,4525
0,-1.0833333333333333,Walk (2 min),0,0,Transit,755,1,3,4525
0,-1.1666666666666667,End,0,0,Terminal,755,1,3,4525
0,0,Start,0,1,Terminal,755,2,1,4526
0,-0.5,Car,0,0,Transit,755,2,1,4526
0,-1,End,0,1,Terminal,755,2,1,4526
0,0,Start,0,1,Terminal,755,2,2,4526
0,-0.25,Car,0,0,Transit,755,2,2,4526
0,-0.5,"Transfer
(10 min wait)",1,0,Node,755,2,2,4526
0,-0.75,Bus,0,0,Transit,755,2,2,4526
0,-1,Transfer,1,1,Node,755,2,2,4526
0,-1.125,Walk (10 min),0,0,Transit,755,2,2,4526
0,-1.25,End,0,0,Terminal,755,2,2,4526
0,0,"Start
(5 min wait)",0,1,Terminal,755,2,3,4526
0,-0.25,Uber/Lyft,0,0,Transit,755,2,3,4526
0,-0.5,"Transfer
(2 min wait)",1,0,Node,755,2,3,4526
0,-0.75,Bus,0,0,Transit,755,2,3,4526
0,-1,Transfer,1,1,Node,755,2,3,4526
0,-1.125,Walk (5 min),0,0,Transit,755,2,3,4526
0,-1.25,End,0,0,Terminal,755,2,3,4526
0,0,Start,0,1,Terminal,755,3,1,4527
0,-0.16666666666666666,Car,0,0,Transit,755,3,1,4527
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,755,3,1,4527
0,-0.5,Bus,0,0,Transit,755,3,1,4527
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,755,3,1,4527
0,-0.8333333333333333,Bus,0,0,Transit,755,3,1,4527
0,-1,Transfer,1,1,Node,755,3,1,4527
0,-1.0833333333333333,Walk (5 min),0,0,Transit,755,3,1,4527
0,-1.1666666666666667,End,0,0,Terminal,755,3,1,4527
0,0,"Start
(5 min wait)",0,1,Terminal,755,3,2,4527
0,-0.5,Taxi,0,0,Transit,755,3,2,4527
0,-1,End,0,1,Terminal,755,3,2,4527
0,0,Start,0,1,Terminal,755,3,3,4527
0,-0.16666666666666666,Car,0,0,Transit,755,3,3,4527
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,755,3,3,4527
0,-0.5,Bus,0,0,Transit,755,3,3,4527
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,755,3,3,4527
0,-0.8333333333333333,Bus,0,0,Transit,755,3,3,4527
0,-1,Transfer,1,1,Node,755,3,3,4527
0,-1.0833333333333333,Walk (5 min),0,0,Transit,755,3,3,4527
0,-1.1666666666666667,End,0,0,Terminal,755,3,3,4527
0,0,"Start
(5 min wait)",0,1,Terminal,755,4,1,4528
0,-0.16666666666666666,Taxi,0,0,Transit,755,4,1,4528
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,755,4,1,4528
0,-0.5,Bus,0,0,Transit,755,4,1,4528
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,755,4,1,4528
0,-0.8333333333333333,Bus,0,0,Transit,755,4,1,4528
0,-1,Transfer,1,1,Node,755,4,1,4528
0,-1.0833333333333333,Walk (2 min),0,0,Transit,755,4,1,4528
0,-1.1666666666666667,End,0,0,Terminal,755,4,1,4528
0,0,"Start
(10 min wait)",0,1,Terminal,755,4,2,4528
0,-0.25,Uber/Lyft,0,0,Transit,755,4,2,4528
0,-0.5,"Transfer
(5 min wait)",1,0,Node,755,4,2,4528
0,-0.75,Bus,0,0,Transit,755,4,2,4528
0,-1,Transfer,1,1,Node,755,4,2,4528
0,-1.125,Walk (2 min),0,0,Transit,755,4,2,4528
0,-1.25,End,0,0,Terminal,755,4,2,4528
0,0,"Start
(5 min wait)",0,1,Terminal,755,4,3,4528
0,-0.16666666666666666,Taxi,0,0,Transit,755,4,3,4528
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,755,4,3,4528
0,-0.5,Bus,0,0,Transit,755,4,3,4528
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,755,4,3,4528
0,-0.8333333333333333,Taxi,0,0,Transit,755,4,3,4528
0,-1,End,0,1,Terminal,755,4,3,4528
0,0,Start,0,1,Terminal,755,5,1,4529
0,-0.16666666666666666,Car,0,0,Transit,755,5,1,4529
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,755,5,1,4529
0,-0.5,Bus,0,0,Transit,755,5,1,4529
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,755,5,1,4529
