x,y,label,type,respID,qID,altID,obsID
0,0,Start,Node,1184,1,1,7099
1,0.125,Walk (10 min),Walk,1184,1,1,7099
1,0.25,Uber/Lyft,Vehicle,1184,1,1,7099
0,0.5,Transfer,Node,1184,1,1,7099
1,0.75,Bus,Vehicle,1184,1,1,7099
1,0.875,Walk (10 min),Walk,1184,1,1,7099
0,1,End,Node,1184,1,1,7099
0,0,Start (10 min wait),Node,1184,1,2,7099
1,0.16666666666666666,Bus,Vehicle,1184,1,2,7099
0,0.3333333333333333,Transfer (10 min wait),Node,1184,1,2,7099
1,0.5,Bus,Vehicle,1184,1,2,7099
0,0.6666666666666666,Transfer (5 min wait),Node,1184,1,2,7099
1,0.8333333333333333,Uber/Lyft,Vehicle,1184,1,2,7099
1,0.9166666666666666,Walk (10 min),Walk,1184,1,2,7099
0,1,End,Node,1184,1,2,7099
0,0,Start (10 min wait),Node,1184,1,3,7099
1,0.125,Walk (5 min),Walk,1184,1,3,7099
1,0.25,Taxi,Vehicle,1184,1,3,7099
0,0.5,Transfer (5 min wait),Node,1184,1,3,7099
1,0.75,Bus,Vehicle,1184,1,3,7099
1,0.875,Walk (5 min),Walk,1184,1,3,7099
0,1,End,Node,1184,1,3,7099
0,0,Start,Node,1184,2,1,7100
1,0.125,Walk (10 min),Walk,1184,2,1,7100
1,0.25,Car,Vehicle,1184,2,1,7100
0,0.5,Transfer (5 min wait),Node,1184,2,1,7100
1,0.75,Bus,Vehicle,1184,2,1,7100
1,0.875,Walk (10 min),Walk,1184,2,1,7100
0,1,End,Node,1184,2,1,7100
0,0,Start (5 min wait),Node,1184,2,2,7100
1,0.5,Taxi,Vehicle,1184,2,2,7100
0,1,End,Node,1184,2,2,7100
0,0,Start (10 min wait),Node,1184,2,3,7100
1,0.16666666666666666,Uber/Lyft,Vehicle,1184,2,3,7100
0,0.3333333333333333,Transfer (10 min wait),Node,1184,2,3,7100
1,0.5,Bus,Vehicle,1184,2,3,7100
0,0.6666666666666666,Transfer (10 min wait),Node,1184,2,3,7100
1,0.8333333333333333,Bus,Vehicle,1184,2,3,7100
0,1,End,Node,1184,2,3,7100
0,0,Start,Node,1184,3,1,7101
1,0.5,Car,Vehicle,1184,3,1,7101
0,1,End,Node,1184,3,1,7101
0,0,Start,Node,1184,3,2,7101
1,0.16666666666666666,Taxi,Vehicle,1184,3,2,7101
0,0.3333333333333333,Transfer (5 min wait),Node,1184,3,2,7101
1,0.5,Bus,Vehicle,1184,3,2,7101
0,0.6666666666666666,Transfer (5 min wait),Node,1184,3,2,7101
1,0.8333333333333333,Bus,Vehicle,1184,3,2,7101
1,0.9166666666666666,Walk (10 min),Walk,1184,3,2,7101
0,1,End,Node,1184,3,2,7101
0,0,Start (10 min wait),Node,1184,3,3,7101
1,0.08333333333333333,Walk (10 min),Walk,1184,3,3,7101
1,0.16666666666666666,Taxi,Vehicle,1184,3,3,7101
0,0.3333333333333333,Transfer (10 min wait),Node,1184,3,3,7101
1,0.5,Bus,Vehicle,1184,3,3,7101
0,0.6666666666666666,Transfer (10 min wait),Node,1184,3,3,7101
1,0.8333333333333333,Taxi,Vehicle,1184,3,3,7101
1,0.9166666666666666,Walk (10 min),Walk,1184,3,3,7101
0,1,End,Node,1184,3,3,7101
0,0,Start (5 min wait),Node,1184,4,1,7102
1,0.08333333333333333,Walk (5 min),Walk,1184,4,1,7102
1,0.16666666666666666,Bus,Vehicle,1184,4,1,7102
0,0.3333333333333333,Transfer (5 min wait),Node,1184,4,1,7102
1,0.5,Bus,Vehicle,1184,4,1,7102
0,0.6666666666666666,Transfer (5 min wait),Node,1184,4,1,7102
1,0.8333333333333333,Uber/Lyft,Vehicle,1184,4,1,7102
0,1,End,Node,1184,4,1,7102
0,0,Start (5 min wait),Node,1184,4,2,7102
1,0.5,Uber/Lyft,Vehicle,1184,4,2,7102
0,1,End,Node,1184,4,2,7102
0,0,Start,Node,1184,4,3,7102
1,0.08333333333333333,Walk (5 min),Walk,1184,4,3,7102
1,0.16666666666666666,Uber/Lyft,Vehicle,1184,4,3,7102
0,0.3333333333333333,Transfer (10 min wait),Node,1184,4,3,7102
1,0.5,Bus,Vehicle,1184,4,3,7102
0,0.6666666666666666,Transfer (10 min wait),Node,1184,4,3,7102
1,0.8333333333333333,Bus,Vehicle,1184,4,3,7102
1,0.9166666666666666,Walk (5 min),Walk,1184,4,3,7102
0,1,End,Node,1184,4,3,7102
0,0,Start (10 min wait),Node,1184,5,1,7103
1,0.125,Walk (5 min),Walk,1184,5,1,7103
1,0.25,Taxi,Vehicle,1184,5,1,7103
0,0.5,Transfer (10 min wait),Node,1184,5,1,7103
1,0.75,Bus,Vehicle,1184,5,1,7103
1,0.875,Walk (10 min),Walk,1184,5,1,7103
0,1,End,Node,1184,5,1,7103
0,0,Start (5 min wait),Node,1184,5,2,7103
1,0.25,Uber/Lyft,Vehicle,1184,5,2,7103
0,0.5,Transfer (10 min wait),Node,1184,5,2,7103
1,0.75,Bus,Vehicle,1184,5,2,7103
1,0.875,Walk (10 min),Walk,1184,5,2,7103
0,1,End,Node,1184,5,2,7103
0,0,Start (5 min wait),Node,1184,5,3,7103
1,0.5,Taxi,Vehicle,1184,5,3,7103
0,1,End,Node,1184,5,3,7103
0,0,Start,Node,1184,6,1,7104
1,0.15,Walk (5 min),Walk,1184,6,1,7104
1,0.5,Bus,Vehicle,1184,6,1,7104
1,0.85,Walk (5 min),Walk,1184,6,1,7104
0,1,End,Node,1184,6,1,7104
0,0,Start,Node,1184,6,2,7104
1,0.25,Bus,Vehicle,1184,6,2,7104
0,0.5,Transfer,Node,1184,6,2,7104
1,0.75,Bus,Vehicle,1184,6,2,7104
0,1,End,Node,1184,6,2,7104
0,0,Start,Node,1184,6,3,7104
1,0.08333333333333333,Walk (10 min),Walk,1184,6,3,7104
1,0.16666666666666666,Taxi,Vehicle,1184,6,3,7104
0,0.3333333333333333,Transfer (5 min wait),Node,1184,6,3,7104
1,0.5,Bus,Vehicle,1184,6,3,7104
0,0.6666666666666666,Transfer (5 min wait),Node,1184,6,3,7104
1,0.8333333333333333,Bus,Vehicle,1184,6,3,7104
1,0.9166666666666666,Walk (10 min),Walk,1184,6,3,7104
0,1,End,Node,1184,6,3,7104
