x,y,label,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(5 min wait)",0,Terminal,1,350,1,1,2095,10,28 - 32 minutes
0,-0.25,"Taxi
(10 mins)",0,Transit,1,350,1,1,2095,10,28 - 32 minutes
0,-0.5,"Transfer
(5 min wait)",1,Node,1,350,1,1,2095,10,28 - 32 minutes
0,-0.75,"Bus
(10 mins)",0,Transit,1,350,1,1,2095,10,28 - 32 minutes
0,-1,End,0,Terminal,1,350,1,1,2095,10,28 - 32 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,350,1,2,2095,25,56 - 68 minutes
0,-0.125,"Uber/Lyft
(10 mins)",0,Transit,1,350,1,2,2095,25,56 - 68 minutes
0,-0.25,"Transfer
(10 min wait)",1,Node,1,350,1,2,2095,25,56 - 68 minutes
0,-0.4375,"Bus
(15 mins)",0,Transit,1,350,1,2,2095,25,56 - 68 minutes
0,-0.625,"Transfer
(2 min wait)",1,Node,1,350,1,2,2095,25,56 - 68 minutes
0,-0.8125,"Bus
(15 mins)",0,Transit,1,350,1,2,2095,25,56 - 68 minutes
0,-1,End,0,Terminal,1,350,1,2,2095,25,56 - 68 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,350,1,3,2095,25,38 - 58 minutes
0,-0.15151515151515152,"Bus
(10 mins)",0,Transit,1,350,1,3,2095,25,38 - 58 minutes
0,-0.30303030303030304,Transfer,1,Node,1,350,1,3,2095,25,38 - 58 minutes
0,-0.3484848484848485,"Walk
(3 mins)",0,Transit,0,350,1,3,2095,25,38 - 58 minutes
0,-0.3939393939393939,"Transfer
(5 min wait)",1,Node,2,350,1,3,2095,25,38 - 58 minutes
0,-0.696969696969697,"Bus
(20 mins)",0,Transit,2,350,1,3,2095,25,38 - 58 minutes
0,-1,End,0,Terminal,2,350,1,3,2095,25,38 - 58 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,350,2,1,2096,15,11 - 13 minutes
0,-0.5,"Taxi
(10 mins)",0,Transit,1,350,2,1,2096,15,11 - 13 minutes
0,-1,End,0,Terminal,1,350,2,1,2096,15,11 - 13 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,350,2,2,2096,25,62 - 92 minutes
0,-0.16666666666666666,"Uber/Lyft
(20 mins)",0,Transit,1,350,2,2,2096,25,62 - 92 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,Node,1,350,2,2,2096,25,62 - 92 minutes
0,-0.5416666666666666,"Bus
(25 mins)",0,Transit,1,350,2,2,2096,25,62 - 92 minutes
0,-0.75,"Transfer
(5 min wait)",1,Node,1,350,2,2,2096,25,62 - 92 minutes
0,-0.875,"Bus
(15 mins)",0,Transit,1,350,2,2,2096,25,62 - 92 minutes
0,-1,End,0,Terminal,1,350,2,2,2096,25,62 - 92 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,350,2,3,2096,30,16 - 18 minutes
