x,y,label,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(10 min wait)",0,Terminal,1,3436,1,1,20611,10,76 - 114 minutes
0,-0.2,"Bus
(30 mins)",0,Transit,1,3436,1,1,20611,10,76 - 114 minutes
0,-0.4,"Transfer
(5 min wait)",1,Node,1,3436,1,1,20611,10,76 - 114 minutes
0,-0.5666666666666667,"Bus
(25 mins)",0,Transit,1,3436,1,1,20611,10,76 - 114 minutes
0,-0.7333333333333334,"Transfer
(5 min wait)",1,Node,1,3436,1,1,20611,10,76 - 114 minutes
0,-0.8666666666666667,"Uber/Lyft
(20 mins)",0,Transit,1,3436,1,1,20611,10,76 - 114 minutes
0,-1,End,0,Terminal,1,3436,1,1,20611,10,76 - 114 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,3436,1,2,20611,30,18 - 26 minutes
0,-0.5,"Uber/Lyft
(20 mins)",0,Transit,1,3436,1,2,20611,30,18 - 26 minutes
0,-1,End,0,Terminal,1,3436,1,2,20611,30,18 - 26 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,3436,1,3,20611,25,57 - 63 minutes
0,-0.25,"Taxi
(20 mins)",0,Transit,1,3436,1,3,20611,25,57 - 63 minutes
0,-0.5,"Transfer
(5 min wait)",1,Node,1,3436,1,3,20611,25,57 - 63 minutes
0,-0.625,"Bus
(10 mins)",0,Transit,1,3436,1,3,20611,25,57 - 63 minutes
0,-0.75,"Transfer
(10 min wait)",1,Node,1,3436,1,3,20611,25,57 - 63 minutes
0,-0.875,"Uber/Lyft
(10 mins)",0,Transit,1,3436,1,3,20611,25,57 - 63 minutes
0,-1,End,0,Terminal,1,3436,1,3,20611,25,57 - 63 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,3436,2,1,20612,15,62 - 92 minutes
0,-0.11538461538461539,"Taxi
(15 mins)",0,Transit,1,3436,2,1,20612,15,62 - 92 minutes
0,-0.23076923076923078,"Transfer
(5 min wait)",1,Node,1,3436,2,1,20612,15,62 - 92 minutes
0,-0.42307692307692313,"Bus
(25 mins)",0,Transit,1,3436,2,1,20612,15,62 - 92 minutes
0,-0.6153846153846154,"Transfer
(2 min wait)",1,Node,1,3436,2,1,20612,15,62 - 92 minutes
0,-0.8076923076923077,"Bus
(25 mins)",0,Transit,1,3436,2,1,20612,15,62 - 92 minutes
0,-1,End,0,Terminal,1,3436,2,1,20612,15,62 - 92 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,3436,2,2,20612,30,64 - 78 minutes
0,-0.23076923076923078,"Bus
(30 mins)",0,Transit,1,3436,2,2,20612,30,64 - 78 minutes
0,-0.46153846153846156,"Transfer
(2 min wait)",1,Node,1,3436,2,2,20612,30,64 - 78 minutes
0,-0.653846153846154,"Bus
(25 mins)",0,Transit,1,3436,2,2,20612,30,64 - 78 minutes
0,-0.8461538461538463,"Transfer
(2 min wait)",1,Node,1,3436,2,2,20612,30,64 - 78 minutes
0,-0.9230769230769231,"Uber/Lyft
(10 mins)",0,Transit,1,3436,2,2,20612,30,64 - 78 minutes
0,-1,End,0,Terminal,1,3436,2,2,20612,30,64 - 78 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,3436,2,3,20612,10,29 - 35 minutes
0,-0.5,"Bus
(30 mins)",0,Transit,1,3436,2,3,20612,10,29 - 35 minutes
0,-1,End,0,Terminal,1,3436,2,3,20612,10,29 - 35 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,3436,3,1,20613,15,24 - 30 minutes
