x,y,label,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(5 min wait)",0,Terminal,1,568,1,1,3403,20,26 - 28 minutes
0,-0.25,Taxi,0,Transit,1,568,1,1,3403,20,26 - 28 minutes
0,-0.5,Transfer,1,Node,1,568,1,1,3403,20,26 - 28 minutes
0,-0.75,"Walk
(2 min)",0,Transit,0,568,1,1,3403,20,26 - 28 minutes
0,-1,End,0,Terminal,0,568,1,1,3403,20,26 - 28 minutes
0,0,Start,0,Terminal,0,568,1,2,3403,30,81 - 89 minutes
0,-0.125,"Car
(Express)",0,Transit,0,568,1,2,3403,30,81 - 89 minutes
0,-0.25,"Transfer
(10 min wait)",1,Node,0,568,1,2,3403,30,81 - 89 minutes
0,-0.375,Bus,0,Transit,0,568,1,2,3403,30,81 - 89 minutes
0,-0.5,"Transfer
(5 min wait)",1,Node,0,568,1,2,3403,30,81 - 89 minutes
0,-0.625,Bus,0,Transit,0,568,1,2,3403,30,81 - 89 minutes
0,-0.75,Transfer,1,Node,0,568,1,2,3403,30,81 - 89 minutes
0,-0.875,"Walk
(10 min)",0,Transit,0,568,1,2,3403,30,81 - 89 minutes
0,-1,End,0,Terminal,0,568,1,2,3403,30,81 - 89 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,568,1,3,3403,30,29 - 35 minutes
0,-0.5,Taxi,0,Transit,1,568,1,3,3403,30,29 - 35 minutes
0,-1,End,0,Terminal,1,568,1,3,3403,30,29 - 35 minutes
0,0,"Start
(2 min wait)",0,Terminal,0,568,2,1,3404,25,44 - 48 minutes
0,-0.125,Uber/Lyft,0,Transit,0,568,2,1,3404,25,44 - 48 minutes
0,-0.25,"Transfer
(2 min wait)",1,Node,0,568,2,1,3404,25,44 - 48 minutes
0,-0.375,Bus,0,Transit,0,568,2,1,3404,25,44 - 48 minutes
0,-0.5,"Transfer
(2 min wait)",1,Node,0,568,2,1,3404,25,44 - 48 minutes
0,-0.625,Bus,0,Transit,0,568,2,1,3404,25,44 - 48 minutes
0,-0.75,Transfer,1,Node,0,568,2,1,3404,25,44 - 48 minutes
0,-0.875,"Walk
(10 min)",0,Transit,0,568,2,1,3404,25,44 - 48 minutes
0,-1,End,0,Terminal,0,568,2,1,3404,25,44 - 48 minutes
0,0,Start,0,Terminal,1,568,2,2,3404,25,36 - 44 minutes
0,-0.5,Car,0,Transit,1,568,2,2,3404,25,36 - 44 minutes
0,-1,End,0,Terminal,1,568,2,2,3404,25,36 - 44 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,568,2,3,3404,10,48 - 52 minutes
0,-0.5,Taxi,0,Transit,1,568,2,3,3404,10,48 - 52 minutes
0,-1,End,0,Terminal,1,568,2,3,3404,10,48 - 52 minutes
0,0,Start,0,Terminal,0,568,3,1,3405,30,54 - 66 minutes
0,-0.16666666666666666,"Car
(Express)",0,Transit,0,568,3,1,3405,30,54 - 66 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,Node,0,568,3,1,3405,30,54 - 66 minutes
0,-0.5,Bus,0,Transit,0,568,3,1,3405,30,54 - 66 minutes
0,-0.6666666666666666,Transfer,1,Node,0,568,3,1,3405,30,54 - 66 minutes
0,-0.8333333333333333,"Walk
(10 min)",0,Transit,0,568,3,1,3405,30,54 - 66 minutes
0,-1,End,0,Terminal,0,568,3,1,3405,30,54 - 66 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,568,3,2,3405,10,43 - 65 minutes
0,-0.125,Uber/Lyft,0,Transit,1,568,3,2,3405,10,43 - 65 minutes
0,-0.25,Transfer,1,Node,1,568,3,2,3405,10,43 - 65 minutes
0,-0.375,"Walk
(5 min)",0,Transit,0,568,3,2,3405,10,43 - 65 minutes
0,-0.5,"Transfer
(2 min wait)",1,Node,2,568,3,2,3405,10,43 - 65 minutes
0,-0.625,Bus,0,Transit,2,568,3,2,3405,10,43 - 65 minutes
0,-0.75,Transfer,1,Node,2,568,3,2,3405,10,43 - 65 minutes
0,-0.875,"Walk
(5 min)",0,Transit,0,568,3,2,3405,10,43 - 65 minutes
0,-1,End,0,Terminal,0,568,3,2,3405,10,43 - 65 minutes
0,0,Start,0,Terminal,1,568,3,3,3405,20,28 - 32 minutes
0,-0.5,"Car
(Express)",0,Transit,1,568,3,3,3405,20,28 - 32 minutes
0,-1,End,0,Terminal,1,568,3,3,3405,20,28 - 32 minutes
0,0,Start,0,Terminal,0,568,4,1,3406,20,59 - 65 minutes
0,-0.16666666666666666,"Car
(Express)",0,Transit,0,568,4,1,3406,20,59 - 65 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,Node,0,568,4,1,3406,20,59 - 65 minutes
0,-0.5,Bus,0,Transit,0,568,4,1,3406,20,59 - 65 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,Node,0,568,4,1,3406,20,59 - 65 minutes
0,-0.8333333333333333,Uber/Lyft,0,Transit,0,568,4,1,3406,20,59 - 65 minutes
0,-1,End,0,Terminal,0,568,4,1,3406,20,59 - 65 minutes
0,0,Start,0,Terminal,0,568,4,2,3406,25,67 - 81 minutes
0,-0.125,Car,0,Transit,0,568,4,2,3406,25,67 - 81 minutes
0,-0.25,"Transfer
(2 min wait)",1,Node,0,568,4,2,3406,25,67 - 81 minutes
0,-0.375,Bus,0,Transit,0,568,4,2,3406,25,67 - 81 minutes
0,-0.5,"Transfer
(10 min wait)",1,Node,0,568,4,2,3406,25,67 - 81 minutes
0,-0.625,Bus,0,Transit,0,568,4,2,3406,25,67 - 81 minutes
0,-0.75,Transfer,1,Node,0,568,4,2,3406,25,67 - 81 minutes
0,-0.875,"Walk
(2 min)",0,Transit,0,568,4,2,3406,25,67 - 81 minutes
0,-1,End,0,Terminal,0,568,4,2,3406,25,67 - 81 minutes
0,0,"Start
(10 min wait)",0,Terminal,0,568,4,3,3406,25,43 - 47 minutes
0,-0.16666666666666666,Uber/Lyft,0,Transit,0,568,4,3,3406,25,43 - 47 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,Node,0,568,4,3,3406,25,43 - 47 minutes
0,-0.5,Bus,0,Transit,0,568,4,3,3406,25,43 - 47 minutes
0,-0.6666666666666666,Transfer,1,Node,0,568,4,3,3406,25,43 - 47 minutes
0,-0.8333333333333333,"Walk
(5 min)",0,Transit,0,568,4,3,3406,25,43 - 47 minutes
0,-1,End,0,Terminal,0,568,4,3,3406,25,43 - 47 minutes
0,0,Start,0,Terminal,0,568,5,1,3407,15,58 - 86 minutes
0,-0.125,Car,0,Transit,0,568,5,1,3407,15,58 - 86 minutes
0,-0.25,"Transfer
(2 min wait)",1,Node,0,568,5,1,3407,15,58 - 86 minutes
0,-0.375,Bus,0,Transit,0,568,5,1,3407,15,58 - 86 minutes
0,-0.5,"Transfer
(10 min wait)",1,Node,0,568,5,1,3407,15,58 - 86 minutes
0,-0.625,Bus,0,Transit,0,568,5,1,3407,15,58 - 86 minutes
0,-0.75,Transfer,1,Node,0,568,5,1,3407,15,58 - 86 minutes
0,-0.875,"Walk
(10 min)",0,Transit,0,568,5,1,3407,15,58 - 86 minutes
0,-1,End,0,Terminal,0,568,5,1,3407,15,58 - 86 minutes
0,0,"Start
(5 min wait)",0,Terminal,0,568,5,2,3407,15,50 - 74 minutes
0,-0.125,Taxi,0,Transit,0,568,5,2,3407,15,50 - 74 minutes
0,-0.25,"Transfer
(5 min wait)",1,Node,0,568,5,2,3407,15,50 - 74 minutes
0,-0.375,Bus,0,Transit,0,568,5,2,3407,15,50 - 74 minutes
0,-0.5,"Transfer
(10 min wait)",1,Node,0,568,5,2,3407,15,50 - 74 minutes
0,-0.625,Bus,0,Transit,0,568,5,2,3407,15,50 - 74 minutes
0,-0.75,Transfer,1,Node,0,568,5,2,3407,15,50 - 74 minutes
0,-0.875,"Walk
(2 min)",0,Transit,0,568,5,2,3407,15,50 - 74 minutes
0,-1,End,0,Terminal,0,568,5,2,3407,15,50 - 74 minutes
0,0,Start,0,Terminal,0,568,5,3,3407,25,38 - 42 minutes
0,-0.16666666666666666,"Car
(Express)",0,Transit,0,568,5,3,3407,25,38 - 42 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,Node,0,568,5,3,3407,25,38 - 42 minutes
0,-0.5,Bus,0,Transit,0,568,5,3,3407,25,38 - 42 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,Node,0,568,5,3,3407,25,38 - 42 minutes
0,-0.8333333333333333,Uber/Lyft,0,Transit,0,568,5,3,3407,25,38 - 42 minutes
0,-1,End,0,Terminal,0,568,5,3,3407,25,38 - 42 minutes
0,0,Start,0,Terminal,0,568,6,1,3408,30,28 - 32 minutes
0,-0.16666666666666666,"Car
(Express)",0,Transit,0,568,6,1,3408,30,28 - 32 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,Node,0,568,6,1,3408,30,28 - 32 minutes
0,-0.5,Bus,0,Transit,0,568,6,1,3408,30,28 - 32 minutes
0,-0.6666666666666666,Transfer,1,Node,0,568,6,1,3408,30,28 - 32 minutes
0,-0.8333333333333333,"Walk
(5 min)",0,Transit,0,568,6,1,3408,30,28 - 32 minutes
0,-1,End,0,Terminal,0,568,6,1,3408,30,28 - 32 minutes
0,0,Start,0,Terminal,0,568,6,2,3408,30,66 - 72 minutes
0,-0.16666666666666666,"Walk
(5 min)",0,Transit,0,568,6,2,3408,30,66 - 72 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,Node,2,568,6,2,3408,30,66 - 72 minutes
0,-0.5,Bus,0,Transit,2,568,6,2,3408,30,66 - 72 minutes
0,-0.6666666666666666,Transfer,1,Node,2,568,6,2,3408,30,66 - 72 minutes
0,-0.8333333333333333,"Walk
(2 min)",0,Transit,0,568,6,2,3408,30,66 - 72 minutes
0,-1,End,0,Terminal,0,568,6,2,3408,30,66 - 72 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,568,6,3,3408,25,56 - 84 minutes
0,-0.5,Taxi,0,Transit,1,568,6,3,3408,25,56 - 84 minutes
0,-1,End,0,Terminal,1,568,6,3,3408,25,56 - 84 minutes
