x,y,label,times,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,5 min wait,0,Terminal,1,1260,1,1,7555,20,33 - 37 minutes
0,-0.2,Uber/Lyft,10 mins,0,Transit,1,1260,1,1,7555,20,33 - 37 minutes
0,-0.4,Transfer,5 min wait,1,Node,1,1260,1,1,7555,20,33 - 37 minutes
0,-0.7,Bus,15 mins,0,Transit,1,1260,1,1,7555,20,33 - 37 minutes
0,-1,End,,0,Terminal,1,1260,1,1,7555,20,33 - 37 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,1,2,7555,20,14 - 20 minutes
0,-0.3333333333333333,Bus,10 mins,0,Transit,1,1260,1,2,7555,20,14 - 20 minutes
0,-0.6666666666666666,Transfer,Transfer,1,Node,1,1260,1,2,7555,20,14 - 20 minutes
0,-0.8333333333333333,Walk,5 mins,0,Transit,0,1260,1,2,7555,20,14 - 20 minutes
0,-1,End,,0,Terminal,0,1260,1,2,7555,20,14 - 20 minutes
0,0,Start,10 min wait,0,Terminal,1,1260,1,3,7555,25,38 - 42 minutes
0,-0.25,Uber/Lyft,15 mins,0,Transit,1,1260,1,3,7555,25,38 - 42 minutes
0,-0.5,Transfer,Transfer,1,Node,1,1260,1,3,7555,25,38 - 42 minutes
0,-0.75,Walk,15 mins,0,Transit,0,1260,1,3,7555,25,38 - 42 minutes
0,-1,End,,0,Terminal,0,1260,1,3,7555,25,38 - 42 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,2,1,7556,10,15 - 19 minutes
0,-0.5,Uber/Lyft,15 mins,0,Transit,1,1260,2,1,7556,10,15 - 19 minutes
0,-1,End,,0,Terminal,1,1260,2,1,7556,10,15 - 19 minutes
0,0,Start,10 min wait,0,Terminal,1,1260,2,2,7556,25,74 - 90 minutes
0,-0.25,Taxi,30 mins,0,Transit,1,1260,2,2,7556,25,74 - 90 minutes
0,-0.5,Transfer,2 min wait,1,Node,1,1260,2,2,7556,25,74 - 90 minutes
0,-0.625,Bus,15 mins,0,Transit,1,1260,2,2,7556,25,74 - 90 minutes
0,-0.75,Transfer,10 min wait,1,Node,1,1260,2,2,7556,25,74 - 90 minutes
0,-0.875,Bus,15 mins,0,Transit,1,1260,2,2,7556,25,74 - 90 minutes
0,-1,End,,0,Terminal,1,1260,2,2,7556,25,74 - 90 minutes
0,0,Start,5 min wait,0,Terminal,1,1260,2,3,7556,15,20 - 30 minutes
0,-0.5,Uber/Lyft,20 mins,0,Transit,1,1260,2,3,7556,15,20 - 30 minutes
0,-1,End,,0,Terminal,1,1260,2,3,7556,15,20 - 30 minutes
0,0,Start,5 min wait,0,Terminal,1,1260,3,1,7557,15,52 - 58 minutes
0,-0.2222222222222222,Bus,20 mins,0,Transit,1,1260,3,1,7557,15,52 - 58 minutes
0,-0.4444444444444444,Transfer,Transfer,1,Node,1,1260,3,1,7557,15,52 - 58 minutes
0,-0.5,Walk,5 mins,0,Transit,0,1260,3,1,7557,15,52 - 58 minutes
0,-0.5555555555555556,Transfer,5 min wait,1,Node,2,1260,3,1,7557,15,52 - 58 minutes
0,-0.7777777777777778,Bus,20 mins,0,Transit,2,1260,3,1,7557,15,52 - 58 minutes
0,-1,End,,0,Terminal,2,1260,3,1,7557,15,52 - 58 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,3,2,7557,20,22 - 32 minutes
0,-0.3,Uber/Lyft,15 mins,0,Transit,1,1260,3,2,7557,20,22 - 32 minutes
0,-0.6,Transfer,Transfer,1,Node,1,1260,3,2,7557,20,22 - 32 minutes
0,-0.8,Walk,10 mins,0,Transit,0,1260,3,2,7557,20,22 - 32 minutes
0,-1,End,,0,Terminal,0,1260,3,2,7557,20,22 - 32 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,3,3,7557,25,36 - 44 minutes
0,-0.30303030303030304,Bus,20 mins,0,Transit,1,1260,3,3,7557,25,36 - 44 minutes
0,-0.6060606060606061,Transfer,Transfer,1,Node,1,1260,3,3,7557,25,36 - 44 minutes
0,-0.6515151515151516,Walk,3 mins,0,Transit,0,1260,3,3,7557,25,36 - 44 minutes
0,-0.696969696969697,Transfer,5 min wait,1,Node,2,1260,3,3,7557,25,36 - 44 minutes
0,-0.8484848484848485,Bus,10 mins,0,Transit,2,1260,3,3,7557,25,36 - 44 minutes
0,-1,End,,0,Terminal,2,1260,3,3,7557,25,36 - 44 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,4,1,7558,25,62 - 76 minutes
0,-0.2727272727272727,Uber/Lyft,30 mins,0,Transit,1,1260,4,1,7558,25,62 - 76 minutes
0,-0.5454545454545454,Transfer,10 min wait,1,Node,1,1260,4,1,7558,25,62 - 76 minutes
0,-0.6818181818181818,Bus,15 mins,0,Transit,1,1260,4,1,7558,25,62 - 76 minutes
0,-0.8181818181818181,Transfer,2 min wait,1,Node,1,1260,4,1,7558,25,62 - 76 minutes
0,-0.9090909090909091,Bus,10 mins,0,Transit,1,1260,4,1,7558,25,62 - 76 minutes
0,-1,End,,0,Terminal,1,1260,4,1,7558,25,62 - 76 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,4,2,7558,10,20 - 24 minutes
0,-0.25,Uber/Lyft,10 mins,0,Transit,1,1260,4,2,7558,10,20 - 24 minutes
0,-0.5,Transfer,Transfer,1,Node,1,1260,4,2,7558,10,20 - 24 minutes
0,-0.75,Walk,10 mins,0,Transit,0,1260,4,2,7558,10,20 - 24 minutes
0,-1,End,,0,Terminal,0,1260,4,2,7558,10,20 - 24 minutes
0,0,Start,10 min wait,0,Terminal,1,1260,4,3,7558,20,41 - 45 minutes
0,-0.44,Uber/Lyft,30 mins,0,Transit,1,1260,4,3,7558,20,41 - 45 minutes
0,-0.88,Transfer,Transfer,1,Node,1,1260,4,3,7558,20,41 - 45 minutes
0,-0.94,Walk,3 mins,0,Transit,0,1260,4,3,7558,20,41 - 45 minutes
0,-1,End,,0,Terminal,0,1260,4,3,7558,20,41 - 45 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,5,1,7559,20,78 - 86 minutes
0,-0.25,Bus,30 mins,0,Transit,1,1260,5,1,7559,20,78 - 86 minutes
0,-0.5,Transfer,10 min wait,1,Node,1,1260,5,1,7559,20,78 - 86 minutes
0,-0.5833333333333333,Bus,10 mins,0,Transit,1,1260,5,1,7559,20,78 - 86 minutes
0,-0.6666666666666666,Transfer,10 min wait,1,Node,1,1260,5,1,7559,20,78 - 86 minutes
0,-0.8333333333333333,Taxi,20 mins,0,Transit,1,1260,5,1,7559,20,78 - 86 minutes
0,-1,End,,0,Terminal,1,1260,5,1,7559,20,78 - 86 minutes
0,0,Start,10 min wait,0,Terminal,1,1260,5,2,7559,30,36 - 44 minutes
0,-0.5,Uber/Lyft,30 mins,0,Transit,1,1260,5,2,7559,30,36 - 44 minutes
0,-1,End,,0,Terminal,1,1260,5,2,7559,30,36 - 44 minutes
0,0,Start,5 min wait,0,Terminal,1,1260,5,3,7559,15,59 - 65 minutes
0,-0.1,Bus,10 mins,0,Transit,1,1260,5,3,7559,15,59 - 65 minutes
0,-0.2,Transfer,2 min wait,1,Node,1,1260,5,3,7559,15,59 - 65 minutes
0,-0.35,Bus,15 mins,0,Transit,1,1260,5,3,7559,15,59 - 65 minutes
0,-0.5,Transfer,5 min wait,1,Node,1,1260,5,3,7559,15,59 - 65 minutes
0,-0.75,Taxi,25 mins,0,Transit,1,1260,5,3,7559,15,59 - 65 minutes
0,-1,End,,0,Terminal,1,1260,5,3,7559,15,59 - 65 minutes
0,0,Start,2 min wait,0,Terminal,1,1260,6,1,7560,20,30 - 44 minutes
0,-0.42857142857142855,Taxi,30 mins,0,Transit,1,1260,6,1,7560,20,30 - 44 minutes
0,-0.8571428571428571,Transfer,Transfer,1,Node,1,1260,6,1,7560,20,30 - 44 minutes
0,-0.9285714285714286,Walk,5 mins,0,Transit,0,1260,6,1,7560,20,30 - 44 minutes
0,-1,End,,0,Terminal,0,1260,6,1,7560,20,30 - 44 minutes
0,0,Start,10 min wait,0,Terminal,1,1260,6,2,7560,30,33 - 37 minutes
0,-0.2,Bus,10 mins,0,Transit,1,1260,6,2,7560,30,33 - 37 minutes
