x,y,label,times,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,5 min wait,0,Terminal,1,563,1,1,3373,15,19 - 21 minutes
0,-0.5,Uber/Lyft,15 mins,0,Transit,1,563,1,1,3373,15,19 - 21 minutes
0,-1,End,,0,Terminal,1,563,1,1,3373,15,19 - 21 minutes
0,0,Start,10 min wait,0,Terminal,1,563,1,2,3373,20,24 - 36 minutes
0,-0.5,Uber/Lyft,20 mins,0,Transit,1,563,1,2,3373,20,24 - 36 minutes
0,-1,End,,0,Terminal,1,563,1,2,3373,20,24 - 36 minutes
0,0,Start,5 min wait,0,Terminal,1,563,1,3,3373,10,38 - 46 minutes
0,-0.21428571428571427,Taxi,15 mins,0,Transit,1,563,1,3,3373,10,38 - 46 minutes
0,-0.42857142857142855,Transfer,2 min wait,1,Node,1,563,1,3,3373,10,38 - 46 minutes
0,-0.7142857142857142,Bus,20 mins,0,Transit,1,563,1,3,3373,10,38 - 46 minutes
0,-1,End,,0,Terminal,1,563,1,3,3373,10,38 - 46 minutes
0,0,Start,5 min wait,0,Terminal,1,563,2,1,3374,15,44 - 66 minutes
0,-0.25,Bus,20 mins,0,Transit,1,563,2,1,3374,15,44 - 66 minutes
0,-0.5,Transfer,10 min wait,1,Node,1,563,2,1,3374,15,44 - 66 minutes
0,-0.75,Bus,20 mins,0,Transit,1,563,2,1,3374,15,44 - 66 minutes
0,-1,End,,0,Terminal,1,563,2,1,3374,15,44 - 66 minutes
0,0,Start,2 min wait,0,Terminal,1,563,2,2,3374,20,20 - 24 minutes
0,-0.25,Taxi,10 mins,0,Transit,1,563,2,2,3374,20,20 - 24 minutes
0,-0.5,Transfer,Transfer,1,Node,1,563,2,2,3374,20,20 - 24 minutes
0,-0.75,Walk,10 mins,0,Transit,0,563,2,2,3374,20,20 - 24 minutes
0,-1,End,,0,Terminal,0,563,2,2,3374,20,20 - 24 minutes
0,0,Start,10 min wait,0,Terminal,1,563,2,3,3374,15,71 - 79 minutes
0,-0.2,Uber/Lyft,20 mins,0,Transit,1,563,2,3,3374,15,71 - 79 minutes
0,-0.4,Transfer,10 min wait,1,Node,1,563,2,3,3374,15,71 - 79 minutes
0,-0.5,Bus,10 mins,0,Transit,1,563,2,3,3374,15,71 - 79 minutes
0,-0.6000000000000001,Transfer,5 min wait,1,Node,1,563,2,3,3374,15,71 - 79 minutes
0,-0.8,Uber/Lyft,20 mins,0,Transit,1,563,2,3,3374,15,71 - 79 minutes
0,-1,End,,0,Terminal,1,563,2,3,3374,15,71 - 79 minutes
0,0,Start,2 min wait,0,Terminal,1,563,3,1,3375,10,51 - 77 minutes
0,-0.13636363636363635,Bus,15 mins,0,Transit,1,563,3,1,3375,10,51 - 77 minutes
0,-0.2727272727272727,Transfer,5 min wait,1,Node,1,563,3,1,3375,10,51 - 77 minutes
0,-0.40909090909090906,Bus,15 mins,0,Transit,1,563,3,1,3375,10,51 - 77 minutes
0,-0.5454545454545454,Transfer,2 min wait,1,Node,1,563,3,1,3375,10,51 - 77 minutes
0,-0.7727272727272727,Bus,25 mins,0,Transit,1,563,3,1,3375,10,51 - 77 minutes
0,-1,End,,0,Terminal,1,563,3,1,3375,10,51 - 77 minutes
0,0,Start,2 min wait,0,Terminal,1,563,3,2,3375,20,11 - 13 minutes
0,-0.5,Uber/Lyft,10 mins,0,Transit,1,563,3,2,3375,20,11 - 13 minutes
0,-1,End,,0,Terminal,1,563,3,2,3375,20,11 - 13 minutes
0,0,Start,2 min wait,0,Terminal,1,563,3,3,3375,25,29 - 35 minutes
0,-0.5,Uber/Lyft,30 mins,0,Transit,1,563,3,3,3375,25,29 - 35 minutes
0,-1,End,,0,Terminal,1,563,3,3,3375,25,29 - 35 minutes
0,0,Start,5 min wait,0,Terminal,1,563,4,1,3376,10,24 - 26 minutes
0,-0.5,Uber/Lyft,20 mins,0,Transit,1,563,4,1,3376,10,24 - 26 minutes
0,-1,End,,0,Terminal,1,563,4,1,3376,10,24 - 26 minutes
0,0,Start,2 min wait,0,Terminal,1,563,4,2,3376,15,30 - 34 minutes
0,-0.5,Uber/Lyft,30 mins,0,Transit,1,563,4,2,3376,15,30 - 34 minutes
0,-1,End,,0,Terminal,1,563,4,2,3376,15,30 - 34 minutes
0,0,Start,2 min wait,0,Terminal,1,563,4,3,3376,25,11 - 13 minutes
0,-0.5,Uber/Lyft,10 mins,0,Transit,1,563,4,3,3376,25,11 - 13 minutes
0,-1,End,,0,Terminal,1,563,4,3,3376,25,11 - 13 minutes
0,0,Start,10 min wait,0,Terminal,1,563,5,1,3377,25,71 - 87 minutes
0,-0.23076923076923078,Taxi,30 mins,0,Transit,1,563,5,1,3377,25,71 - 87 minutes
0,-0.46153846153846156,Transfer,2 min wait,1,Node,1,563,5,1,3377,25,71 - 87 minutes
0,-0.6153846153846154,Bus,20 mins,0,Transit,1,563,5,1,3377,25,71 - 87 minutes
0,-0.7692307692307693,Transfer,2 min wait,1,Node,1,563,5,1,3377,25,71 - 87 minutes
0,-0.8846153846153846,Uber/Lyft,15 mins,0,Transit,1,563,5,1,3377,25,71 - 87 minutes
0,-1,End,,0,Terminal,1,563,5,1,3377,25,71 - 87 minutes
0,0,Start,5 min wait,0,Terminal,1,563,5,2,3377,25,32 - 38 minutes
0,-0.5,Uber/Lyft,30 mins,0,Transit,1,563,5,2,3377,25,32 - 38 minutes
0,-1,End,,0,Terminal,1,563,5,2,3377,25,32 - 38 minutes
0,0,Start,2 min wait,0,Terminal,1,563,5,3,3377,30,12 - 18 minutes
0,-0.38461538461538464,Uber/Lyft,10 mins,0,Transit,1,563,5,3,3377,30,12 - 18 minutes
0,-0.7692307692307693,Transfer,Transfer,1,Node,1,563,5,3,3377,30,12 - 18 minutes
0,-0.8846153846153846,Walk,3 mins,0,Transit,0,563,5,3,3377,30,12 - 18 minutes
0,-1,End,,0,Terminal,0,563,5,3,3377,30,12 - 18 minutes
0,0,Start,2 min wait,0,Terminal,1,563,6,1,3378,20,24 - 30 minutes
0,-0.3,Bus,15 mins,0,Transit,1,563,6,1,3378,20,24 - 30 minutes
0,-0.6,Transfer,Transfer,1,Node,1,563,6,1,3378,20,24 - 30 minutes
0,-0.8,Walk,10 mins,0,Transit,0,563,6,1,3378,20,24 - 30 minutes
0,-1,End,,0,Terminal,0,563,6,1,3378,20,24 - 30 minutes
0,0,Start,10 min wait,0,Terminal,1,563,6,2,3378,10,62 - 68 minutes
