x,y,label,times,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,10 min wait,0,Terminal,1,3948,1,1,23683,30,78 - 96 minutes
0,-0.21428571428571427,Taxi,30 mins,0,Transit,1,3948,1,1,23683,30,78 - 96 minutes
0,-0.42857142857142855,Transfer,5 min wait,1,Node,1,3948,1,1,23683,30,78 - 96 minutes
0,-0.5357142857142857,Bus,15 mins,0,Transit,1,3948,1,1,23683,30,78 - 96 minutes
0,-0.6428571428571428,Transfer,2 min wait,1,Node,1,3948,1,1,23683,30,78 - 96 minutes
0,-0.8214285714285714,Bus,25 mins,0,Transit,1,3948,1,1,23683,30,78 - 96 minutes
0,-1,End,,0,Terminal,1,3948,1,1,23683,30,78 - 96 minutes
0,0,Start,2 min wait,0,Terminal,1,3948,1,2,23683,15,14 - 16 minutes
0,-0.38461538461538464,Bus,10 mins,0,Transit,1,3948,1,2,23683,15,14 - 16 minutes
0,-0.7692307692307693,Transfer,Transfer,1,Node,1,3948,1,2,23683,15,14 - 16 minutes
0,-0.8846153846153846,Walk,3 mins,0,Transit,0,3948,1,2,23683,15,14 - 16 minutes
0,-1,End,,0,Terminal,0,3948,1,2,23683,15,14 - 16 minutes
0,0,Start,10 min wait,0,Terminal,1,3948,1,3,23683,15,81 - 89 minutes
0,-0.25,Bus,30 mins,0,Transit,1,3948,1,3,23683,15,81 - 89 minutes
0,-0.5,Transfer,10 min wait,1,Node,1,3948,1,3,23683,15,81 - 89 minutes
0,-0.625,Bus,15 mins,0,Transit,1,3948,1,3,23683,15,81 - 89 minutes
0,-0.75,Transfer,5 min wait,1,Node,1,3948,1,3,23683,15,81 - 89 minutes
0,-0.875,Uber/Lyft,15 mins,0,Transit,1,3948,1,3,23683,15,81 - 89 minutes
0,-1,End,,0,Terminal,1,3948,1,3,23683,15,81 - 89 minutes
0,0,Start,5 min wait,0,Terminal,1,3948,2,1,23684,20,57 - 63 minutes
0,-0.16666666666666666,Bus,15 mins,0,Transit,1,3948,2,1,23684,20,57 - 63 minutes
0,-0.3333333333333333,Transfer,Transfer,1,Node,1,3948,2,1,23684,20,57 - 63 minutes
0,-0.38888888888888884,Walk,5 mins,0,Transit,0,3948,2,1,23684,20,57 - 63 minutes
0,-0.4444444444444444,Transfer,10 min wait,1,Node,2,3948,2,1,23684,20,57 - 63 minutes
0,-0.7222222222222222,Bus,25 mins,0,Transit,2,3948,2,1,23684,20,57 - 63 minutes
0,-1,End,,0,Terminal,2,3948,2,1,23684,20,57 - 63 minutes
0,0,Start,2 min wait,0,Terminal,1,3948,2,2,23684,30,54 - 60 minutes
0,-0.3333333333333333,Bus,30 mins,0,Transit,1,3948,2,2,23684,30,54 - 60 minutes
0,-0.6666666666666666,Transfer,10 min wait,1,Node,1,3948,2,2,23684,30,54 - 60 minutes
0,-0.8333333333333333,Bus,15 mins,0,Transit,1,3948,2,2,23684,30,54 - 60 minutes
0,-1,End,,0,Terminal,1,3948,2,2,23684,30,54 - 60 minutes
0,0,Start,2 min wait,0,Terminal,1,3948,2,3,23684,25,73 - 81 minutes
0,-0.16666666666666666,Bus,20 mins,0,Transit,1,3948,2,3,23684,25,73 - 81 minutes
