x,y,label,times,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,2 min wait,0,Terminal,1,546,1,1,3271,10,50 - 74 minutes
0,-0.2727272727272727,Taxi,30 mins,0,Transit,1,546,1,1,3271,10,50 - 74 minutes
0,-0.5454545454545454,Transfer,Transfer,1,Node,1,546,1,1,3271,10,50 - 74 minutes
0,-0.5909090909090908,Walk,5 mins,0,Transit,0,546,1,1,3271,10,50 - 74 minutes
0,-0.6363636363636364,Transfer,5 min wait,1,Node,2,546,1,1,3271,10,50 - 74 minutes
0,-0.8181818181818181,Bus,20 mins,0,Transit,2,546,1,1,3271,10,50 - 74 minutes
0,-1,End,,0,Terminal,2,546,1,1,3271,10,50 - 74 minutes
0,0,Start,10 min wait,0,Terminal,1,546,1,2,3271,10,32 - 48 minutes
0,-0.5,Uber/Lyft,30 mins,0,Transit,1,546,1,2,3271,10,32 - 48 minutes
0,-1,End,,0,Terminal,1,546,1,2,3271,10,32 - 48 minutes
0,0,Start,2 min wait,0,Terminal,1,546,1,3,3271,30,37 - 41 minutes
0,-0.14285714285714285,Uber/Lyft,10 mins,0,Transit,1,546,1,3,3271,30,37 - 41 minutes
0,-0.2857142857142857,Transfer,Transfer,1,Node,1,546,1,3,3271,30,37 - 41 minutes
0,-0.49999999999999994,Walk,15 mins,0,Transit,0,546,1,3,3271,30,37 - 41 minutes
0,-0.7142857142857142,Transfer,2 min wait,1,Node,2,546,1,3,3271,30,37 - 41 minutes
0,-0.8571428571428571,Bus,10 mins,0,Transit,2,546,1,3,3271,30,37 - 41 minutes
0,-1,End,,0,Terminal,2,546,1,3,3271,30,37 - 41 minutes
0,0,Start,5 min wait,0,Terminal,1,546,2,1,3272,20,20 - 30 minutes
0,-0.5,Taxi,20 mins,0,Transit,1,546,2,1,3272,20,20 - 30 minutes
0,-1,End,,0,Terminal,1,546,2,1,3272,20,20 - 30 minutes
0,0,Start,2 min wait,0,Terminal,1,546,2,2,3272,30,14 - 20 minutes
0,-0.3333333333333333,Bus,10 mins,0,Transit,1,546,2,2,3272,30,14 - 20 minutes
0,-0.6666666666666666,Transfer,Transfer,1,Node,1,546,2,2,3272,30,14 - 20 minutes
0,-0.8333333333333333,Walk,5 mins,0,Transit,0,546,2,2,3272,30,14 - 20 minutes
0,-1,End,,0,Terminal,0,546,2,2,3272,30,14 - 20 minutes
0,0,Start,5 min wait,0,Terminal,1,546,2,3,3272,10,63 - 77 minutes
0,-0.18181818181818182,Bus,20 mins,0,Transit,1,546,2,3,3272,10,63 - 77 minutes
0,-0.36363636363636365,Transfer,5 min wait,1,Node,1,546,2,3,3272,10,63 - 77 minutes
0,-0.5,Bus,15 mins,0,Transit,1,546,2,3,3272,10,63 - 77 minutes
0,-0.6363636363636364,Transfer,5 min wait,1,Node,1,546,2,3,3272,10,63 - 77 minutes
0,-0.8181818181818181,Bus,20 mins,0,Transit,1,546,2,3,3272,10,63 - 77 minutes
0,-1,End,,0,Terminal,1,546,2,3,3272,10,63 - 77 minutes
0,0,Start,5 min wait,0,Terminal,1,546,3,1,3273,15,22 - 28 minutes
0,-0.5,Bus,20 mins,0,Transit,1,546,3,1,3273,15,22 - 28 minutes
0,-1,End,,0,Terminal,1,546,3,1,3273,15,22 - 28 minutes
0,0,Start,5 min wait,0,Terminal,1,546,3,2,3273,15,21 - 25 minutes
0,-0.4166666666666667,Uber/Lyft,15 mins,0,Transit,1,546,3,2,3273,15,21 - 25 minutes
0,-0.8333333333333334,Transfer,Transfer,1,Node,1,546,3,2,3273,15,21 - 25 minutes
0,-0.9166666666666667,Walk,3 mins,0,Transit,0,546,3,2,3273,15,21 - 25 minutes
0,-1,End,,0,Terminal,0,546,3,2,3273,15,21 - 25 minutes
0,0,Start,5 min wait,0,Terminal,1,546,3,3,3273,30,19 - 21 minutes
0,-0.5,Uber/Lyft,15 mins,0,Transit,1,546,3,3,3273,30,19 - 21 minutes
0,-1,End,,0,Terminal,1,546,3,3,3273,30,19 - 21 minutes
0,0,Start,10 min wait,0,Terminal,1,546,4,1,3274,15,54 - 80 minutes
0,-0.13636363636363635,Bus,15 mins,0,Transit,1,546,4,1,3274,15,54 - 80 minutes
0,-0.2727272727272727,Transfer,Transfer,1,Node,1,546,4,1,3274,15,54 - 80 minutes
0,-0.40909090909090906,Walk,15 mins,0,Transit,0,546,4,1,3274,15,54 - 80 minutes
0,-0.5454545454545454,Transfer,2 min wait,1,Node,2,546,4,1,3274,15,54 - 80 minutes
0,-0.7727272727272727,Bus,25 mins,0,Transit,2,546,4,1,3274,15,54 - 80 minutes
0,-1,End,,0,Terminal,2,546,4,1,3274,15,54 - 80 minutes
0,0,Start,2 min wait,0,Terminal,1,546,4,2,3274,10,54 - 80 minutes
0,-0.2222222222222222,Bus,20 mins,0,Transit,1,546,4,2,3274,10,54 - 80 minutes
0,-0.4444444444444444,Transfer,10 min wait,1,Node,1,546,4,2,3274,10,54 - 80 minutes
0,-0.5555555555555556,Bus,10 mins,0,Transit,1,546,4,2,3274,10,54 - 80 minutes
0,-0.6666666666666666,Transfer,10 min wait,1,Node,1,546,4,2,3274,10,54 - 80 minutes
0,-0.8333333333333333,Taxi,15 mins,0,Transit,1,546,4,2,3274,10,54 - 80 minutes
0,-1,End,,0,Terminal,1,546,4,2,3274,10,54 - 80 minutes
0,0,Start,10 min wait,0,Terminal,1,546,4,3,3274,25,24 - 36 minutes
0,-0.5,Uber/Lyft,20 mins,0,Transit,1,546,4,3,3274,25,24 - 36 minutes
0,-1,End,,0,Terminal,1,546,4,3,3274,25,24 - 36 minutes
0,0,Start,5 min wait,0,Terminal,1,546,5,1,3275,30,12 - 18 minutes
0,-0.5,Uber/Lyft,10 mins,0,Transit,1,546,5,1,3275,30,12 - 18 minutes
0,-1,End,,0,Terminal,1,546,5,1,3275,30,12 - 18 minutes
0,0,Start,2 min wait,0,Terminal,1,546,5,2,3275,10,47 - 57 minutes
0,-0.375,Uber/Lyft,30 mins,0,Transit,1,546,5,2,3275,10,47 - 57 minutes
0,-0.75,Transfer,10 min wait,1,Node,1,546,5,2,3275,10,47 - 57 minutes
0,-0.875,Bus,10 mins,0,Transit,1,546,5,2,3275,10,47 - 57 minutes
0,-1,End,,0,Terminal,1,546,5,2,3275,10,47 - 57 minutes
0,0,Start,5 min wait,0,Terminal,1,546,5,3,3275,15,38 - 42 minutes
0,-0.3,Taxi,15 mins,0,Transit,1,546,5,3,3275,15,38 - 42 minutes
0,-0.6,Transfer,10 min wait,1,Node,1,546,5,3,3275,15,38 - 42 minutes
0,-0.8,Bus,10 mins,0,Transit,1,546,5,3,3275,15,38 - 42 minutes
0,-1,End,,0,Terminal,1,546,5,3,3275,15,38 - 42 minutes
0,0,Start,5 min wait,0,Terminal,1,546,6,1,3276,25,47 - 57 minutes
0,-0.21428571428571427,Uber/Lyft,15 mins,0,Transit,1,546,6,1,3276,25,47 - 57 minutes
0,-0.42857142857142855,Transfer,2 min wait,1,Node,1,546,6,1,3276,25,47 - 57 minutes
0,-0.5714285714285714,Bus,10 mins,0,Transit,1,546,6,1,3276,25,47 - 57 minutes
0,-0.7142857142857142,Transfer,10 min wait,1,Node,1,546,6,1,3276,25,47 - 57 minutes
0,-0.8571428571428571,Uber/Lyft,10 mins,0,Transit,1,546,6,1,3276,25,47 - 57 minutes
0,-1,End,,0,Terminal,1,546,6,1,3276,25,47 - 57 minutes
0,0,Start,10 min wait,0,Terminal,1,546,6,2,3276,15,68 - 102 minutes
0,-0.23076923076923078,Taxi,30 mins,0,Transit,1,546,6,2,3276,15,68 - 102 minutes
0,-0.46153846153846156,Transfer,5 min wait,1,Node,1,546,6,2,3276,15,68 - 102 minutes
0,-0.6153846153846154,Bus,20 mins,0,Transit,1,546,6,2,3276,15,68 - 102 minutes
0,-0.7692307692307693,Transfer,5 min wait,1,Node,1,546,6,2,3276,15,68 - 102 minutes
0,-0.8846153846153846,Bus,15 mins,0,Transit,1,546,6,2,3276,15,68 - 102 minutes
0,-1,End,,0,Terminal,1,546,6,2,3276,15,68 - 102 minutes
0,0,Start,10 min wait,0,Terminal,1,546,6,3,3276,10,36 - 44 minutes
