x,y,label,times,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,2 min wait,0,Terminal,1,276,1,1,1651,20,33 - 41 minutes
0,-0.25,Uber/Lyft,15 mins,0,Transit,1,276,1,1,1651,20,33 - 41 minutes
0,-0.5,Transfer,5 min wait,1,Node,1,276,1,1,1651,20,33 - 41 minutes
0,-0.75,Bus,15 mins,0,Transit,1,276,1,1,1651,20,33 - 41 minutes
0,-1,End,,0,Terminal,1,276,1,1,1651,20,33 - 41 minutes
0,0,Start,Transfer,0,Terminal,1,276,1,2,1651,10,22 - 28 minutes
0,-0.2,"Car:
Express",10 mins,0,Transit,1,276,1,2,1651,10,22 - 28 minutes
0,-0.4,Transfer,Transfer,1,Node,1,276,1,2,1651,10,22 - 28 minutes
0,-0.7,Walk,15 mins,0,Transit,0,276,1,2,1651,10,22 - 28 minutes
0,-1,End,,0,Terminal,0,276,1,2,1651,10,22 - 28 minutes
0,0,Start,Transfer,0,Terminal,1,276,1,3,1651,10,38 - 42 minutes
0,-0.5,"Car:
Express",40 mins,0,Transit,1,276,1,3,1651,10,38 - 42 minutes
0,-1,End,,0,Terminal,1,276,1,3,1651,10,38 - 42 minutes
0,0,Start,5 min wait,0,Terminal,1,276,2,1,1652,10,18 - 22 minutes
0,-0.5,Uber/Lyft,15 mins,0,Transit,1,276,2,1,1652,10,18 - 22 minutes
0,-1,End,,0,Terminal,1,276,2,1,1652,10,18 - 22 minutes
0,0,Start,Transfer,0,Terminal,1,276,2,2,1652,20,16 - 24 minutes
0,-0.25,"Car:
Express",10 mins,0,Transit,1,276,2,2,1652,20,16 - 24 minutes
0,-0.5,Transfer,Transfer,1,Node,1,276,2,2,1652,20,16 - 24 minutes
0,-0.75,Walk,10 mins,0,Transit,0,276,2,2,1652,20,16 - 24 minutes
0,-1,End,,0,Terminal,0,276,2,2,1652,20,16 - 24 minutes
0,0,Start,Transfer,0,Terminal,1,276,2,3,1652,30,38 - 42 minutes
0,-0.5,"Car:
Express",40 mins,0,Transit,1,276,2,3,1652,30,38 - 42 minutes
0,-1,End,,0,Terminal,1,276,2,3,1652,30,38 - 42 minutes
0,0,Start,Transfer,0,Terminal,1,276,3,1,1653,10,32 - 38 minutes
0,-0.42857142857142855,"Car:
Express",30 mins,0,Transit,1,276,3,1,1653,10,32 - 38 minutes
0,-0.8571428571428571,Transfer,Transfer,1,Node,1,276,3,1,1653,10,32 - 38 minutes
0,-0.9285714285714286,Walk,5 mins,0,Transit,0,276,3,1,1653,10,32 - 38 minutes
0,-1,End,,0,Terminal,0,276,3,1,1653,10,32 - 38 minutes
0,0,Start,2 min wait,0,Terminal,1,276,3,2,1653,30,42 - 62 minutes
0,-0.21428571428571427,Taxi,15 mins,0,Transit,1,276,3,2,1653,30,42 - 62 minutes
0,-0.42857142857142855,Transfer,5 min wait,1,Node,1,276,3,2,1653,30,42 - 62 minutes
0,-0.5714285714285714,Bus,10 mins,0,Transit,1,276,3,2,1653,30,42 - 62 minutes
0,-0.7142857142857142,Transfer,10 min wait,1,Node,1,276,3,2,1653,30,42 - 62 minutes
0,-0.8571428571428571,Bus,10 mins,0,Transit,1,276,3,2,1653,30,42 - 62 minutes
0,-1,End,,0,Terminal,1,276,3,2,1653,30,42 - 62 minutes
0,0,Start,Transfer,0,Terminal,1,276,3,3,1653,25,8 - 12 minutes
0,-0.5,"Car:
Express",10 mins,0,Transit,1,276,3,3,1653,25,8 - 12 minutes
0,-1,End,,0,Terminal,1,276,3,3,1653,25,8 - 12 minutes
0,0,Start,Transfer,0,Terminal,1,276,4,1,1654,15,10 - 10 minutes
0,-0.5,"Car:
Express",10 mins,0,Transit,1,276,4,1,1654,15,10 - 10 minutes
0,-1,End,,0,Terminal,1,276,4,1,1654,15,10 - 10 minutes
0,0,Start,Transfer,0,Terminal,1,276,4,2,1654,10,14 - 22 minutes
0,-0.4166666666666667,"Car:
Express",15 mins,0,Transit,1,276,4,2,1654,10,14 - 22 minutes
