x,y,label,times,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,2 min wait,0,Terminal,1,4729,1,1,28369,25,26 - 38 minutes
0,-0.5,Uber/Lyft,30 mins,0,Transit,1,4729,1,1,28369,25,26 - 38 minutes
0,-1,End,,0,Terminal,1,4729,1,1,28369,25,26 - 38 minutes
0,0,Start,Transfer,0,Terminal,1,4729,1,2,28369,10,18 - 22 minutes
0,-0.5,"Car:
Express",20 mins,0,Transit,1,4729,1,2,28369,10,18 - 22 minutes
0,-1,End,,0,Terminal,1,4729,1,2,28369,10,18 - 22 minutes
0,0,Start,Transfer,0,Terminal,1,4729,1,3,28369,20,33 - 37 minutes
0,-0.3,Car,15 mins,0,Transit,1,4729,1,3,28369,20,33 - 37 minutes
0,-0.6,Transfer,10 min wait,1,Node,1,4729,1,3,28369,20,33 - 37 minutes
0,-0.8,Bus,10 mins,0,Transit,1,4729,1,3,28369,20,33 - 37 minutes
0,-1,End,,0,Terminal,1,4729,1,3,28369,20,33 - 37 minutes
0,0,Start,Transfer,0,Terminal,1,4729,2,1,28370,25,28 - 32 minutes
0,-0.2,Car,10 mins,0,Transit,1,4729,2,1,28370,25,28 - 32 minutes
0,-0.4,Transfer,5 min wait,1,Node,1,4729,2,1,28370,25,28 - 32 minutes
0,-0.7,Bus,15 mins,0,Transit,1,4729,2,1,28370,25,28 - 32 minutes
0,-1,End,,0,Terminal,1,4729,2,1,28370,25,28 - 32 minutes
0,0,Start,Transfer,0,Terminal,1,4729,2,2,28370,25,32 - 38 minutes
0,-0.2857142857142857,"Car:
Express",20 mins,0,Transit,1,4729,2,2,28370,25,32 - 38 minutes
0,-0.5714285714285714,Transfer,Transfer,1,Node,1,4729,2,2,28370,25,32 - 38 minutes
0,-0.7857142857142857,Walk,15 mins,0,Transit,0,4729,2,2,28370,25,32 - 38 minutes
0,-1,End,,0,Terminal,0,4729,2,2,28370,25,32 - 38 minutes
0,0,Start,5 min wait,0,Terminal,1,4729,2,3,28370,20,40 - 50 minutes
0,-0.21428571428571427,Taxi,15 mins,0,Transit,1,4729,2,3,28370,20,40 - 50 minutes
0,-0.42857142857142855,Transfer,Transfer,1,Node,1,4729,2,3,28370,20,40 - 50 minutes
0,-0.5714285714285714,Walk,10 mins,0,Transit,0,4729,2,3,28370,20,40 - 50 minutes
0,-0.7142857142857142,Transfer,5 min wait,1,Node,2,4729,2,3,28370,20,40 - 50 minutes
0,-0.8571428571428571,Bus,10 mins,0,Transit,2,4729,2,3,28370,20,40 - 50 minutes
0,-1,End,,0,Terminal,2,4729,2,3,28370,20,40 - 50 minutes
0,0,Start,10 min wait,0,Terminal,1,4729,3,1,28371,15,18 - 22 minutes
0,-0.5,Uber/Lyft,10 mins,0,Transit,1,4729,3,1,28371,15,18 - 22 minutes
0,-1,End,,0,Terminal,1,4729,3,1,28371,15,18 - 22 minutes
0,0,Start,Transfer,0,Terminal,1,4729,3,2,28371,25,39 - 47 minutes
0,-0.44,"Car:
Express",40 mins,0,Transit,1,4729,3,2,28371,25,39 - 47 minutes
0,-0.88,Transfer,Transfer,1,Node,1,4729,3,2,28371,25,39 - 47 minutes
