x,y,label,times,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,2 min wait,0,Terminal,1,5885,1,1,35305,20,38 - 56 minutes
0,-0.1875,Taxi,15 mins,0,Transit,1,5885,1,1,35305,20,38 - 56 minutes
0,-0.375,Transfer,Transfer,1,Node,1,5885,1,1,35305,20,38 - 56 minutes
0,-0.5,Walk,10 mins,0,Transit,0,5885,1,1,35305,20,38 - 56 minutes
0,-0.625,Transfer,5 min wait,1,Node,2,5885,1,1,35305,20,38 - 56 minutes
0,-0.8125,Bus,15 mins,0,Transit,2,5885,1,1,35305,20,38 - 56 minutes
0,-1,End,,0,Terminal,2,5885,1,1,35305,20,38 - 56 minutes
0,0,Start,2 min wait,0,Terminal,1,5885,1,2,35305,20,42 - 52 minutes
0,-0.125,Taxi,10 mins,0,Transit,1,5885,1,2,35305,20,42 - 52 minutes
0,-0.25,Transfer,Transfer,1,Node,1,5885,1,2,35305,20,42 - 52 minutes
0,-0.375,Walk,10 mins,0,Transit,0,5885,1,2,35305,20,42 - 52 minutes
0,-0.5,Transfer,5 min wait,1,Node,2,5885,1,2,35305,20,42 - 52 minutes
0,-0.75,Bus,20 mins,0,Transit,2,5885,1,2,35305,20,42 - 52 minutes
0,-1,End,,0,Terminal,2,5885,1,2,35305,20,42 - 52 minutes
0,0,Start,2 min wait,0,Terminal,1,5885,1,3,35305,30,14 - 20 minutes
0,-0.5,Bus,15 mins,0,Transit,1,5885,1,3,35305,30,14 - 20 minutes
0,-1,End,,0,Terminal,1,5885,1,3,35305,30,14 - 20 minutes
0,0,Start,10 min wait,0,Terminal,1,5885,2,1,35306,20,24 - 36 minutes
0,-0.5,Taxi,20 mins,0,Transit,1,5885,2,1,35306,20,24 - 36 minutes
0,-1,End,,0,Terminal,1,5885,2,1,35306,20,24 - 36 minutes
0,0,Start,10 min wait,0,Terminal,1,5885,2,2,35306,15,38 - 42 minutes
0,-0.3333333333333333,Bus,20 mins,0,Transit,1,5885,2,2,35306,15,38 - 42 minutes
0,-0.6666666666666666,Transfer,Transfer,1,Node,1,5885,2,2,35306,15,38 - 42 minutes
0,-0.8333333333333333,Walk,10 mins,0,Transit,0,5885,2,2,35306,15,38 - 42 minutes
0,-1,End,,0,Terminal,0,5885,2,2,35306,15,38 - 42 minutes
0,0,Start,2 min wait,0,Terminal,1,5885,2,3,35306,30,16 - 18 minutes
0,-0.5,Taxi,15 mins,0,Transit,1,5885,2,3,35306,30,16 - 18 minutes
0,-1,End,,0,Terminal,1,5885,2,3,35306,30,16 - 18 minutes
0,0,Start,2 min wait,0,Terminal,1,5885,3,1,35307,10,18 - 26 minutes
0,-0.375,Uber/Lyft,15 mins,0,Transit,1,5885,3,1,35307,10,18 - 26 minutes
0,-0.75,Transfer,Transfer,1,Node,1,5885,3,1,35307,10,18 - 26 minutes
0,-0.875,Walk,5 mins,0,Transit,0,5885,3,1,35307,10,18 - 26 minutes
0,-1,End,,0,Terminal,0,5885,3,1,35307,10,18 - 26 minutes
0,0,Start,5 min wait,0,Terminal,1,5885,3,2,35307,30,57 - 63 minutes
0,-0.2222222222222222,Taxi,20 mins,0,Transit,1,5885,3,2,35307,30,57 - 63 minutes
0,-0.4444444444444444,Transfer,Transfer,1,Node,1,5885,3,2,35307,30,57 - 63 minutes
0,-0.5555555555555556,Walk,10 mins,0,Transit,0,5885,3,2,35307,30,57 - 63 minutes
0,-0.6666666666666666,Transfer,10 min wait,1,Node,2,5885,3,2,35307,30,57 - 63 minutes
0,-0.8333333333333333,Bus,15 mins,0,Transit,2,5885,3,2,35307,30,57 - 63 minutes
0,-1,End,,0,Terminal,2,5885,3,2,35307,30,57 - 63 minutes
0,0,Start,5 min wait,0,Terminal,1,5885,3,3,35307,10,54 - 66 minutes
0,-0.2,Taxi,20 mins,0,Transit,1,5885,3,3,35307,10,54 - 66 minutes
0,-0.4,Transfer,Transfer,1,Node,1,5885,3,3,35307,10,54 - 66 minutes
0,-0.45,Walk,5 mins,0,Transit,0,5885,3,3,35307,10,54 - 66 minutes
0,-0.5,Transfer,5 min wait,1,Node,2,5885,3,3,35307,10,54 - 66 minutes
0,-0.75,Bus,25 mins,0,Transit,2,5885,3,3,35307,10,54 - 66 minutes
0,-1,End,,0,Terminal,2,5885,3,3,35307,10,54 - 66 minutes
0,0,Start,10 min wait,0,Terminal,1,5885,4,1,35308,15,47 - 57 minutes
0,-0.1875,Taxi,15 mins,0,Transit,1,5885,4,1,35308,15,47 - 57 minutes
0,-0.375,Transfer,Transfer,1,Node,1,5885,4,1,35308,15,47 - 57 minutes
0,-0.5625,Walk,15 mins,0,Transit,0,5885,4,1,35308,15,47 - 57 minutes
