x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,0,Terminal,2376,1,1,14251,15,54 - 66 minutes
0,-0.125,"Walk
(10 min)",0,0,Transit,2376,1,1,14251,15,54 - 66 minutes
0,-0.25,"Transfer
(10 min wait)",1,1,Node,2376,1,1,14251,15,54 - 66 minutes
0,-0.5,Bus,0,0,Transit,2376,1,1,14251,15,54 - 66 minutes
0,-0.75,Transfer,1,0,Node,2376,1,1,14251,15,54 - 66 minutes
0,-1,Walk,0,0,Transit,2376,1,1,14251,15,54 - 66 minutes
0,-1.25,End,0,1,Terminal,2376,1,1,14251,15,54 - 66 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2376,1,2,14251,30,37 - 41 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,2376,1,2,14251,30,37 - 41 minutes
0,-0.3333333333333333,Transfer,1,0,Node,2376,1,2,14251,30,37 - 41 minutes
0,-0.5,Walk,0,0,Transit,2376,1,2,14251,30,37 - 41 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2376,1,2,14251,30,37 - 41 minutes
0,-0.8333333333333333,Bus,0,0,Transit,2376,1,2,14251,30,37 - 41 minutes
0,-1,Transfer,1,1,Node,2376,1,2,14251,30,37 - 41 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,2376,1,2,14251,30,37 - 41 minutes
0,-1.1666666666666667,End,0,0,Terminal,2376,1,2,14251,30,37 - 41 minutes
0,0,Start,0,0,Terminal,2376,1,3,14251,10,59 - 65 minutes
0,-0.25,"Walk
(10 min)",0,0,Transit,2376,1,3,14251,10,59 - 65 minutes
0,-0.5,"Transfer
(10 min wait)",1,1,Node,2376,1,3,14251,10,59 - 65 minutes
0,-1,Bus,0,0,Transit,2376,1,3,14251,10,59 - 65 minutes
0,-1.5,Transfer,1,1,Node,2376,1,3,14251,10,59 - 65 minutes
0,-1.75,"Walk
(2 min)",0,0,Transit,2376,1,3,14251,10,59 - 65 minutes
0,-2,End,0,0,Terminal,2376,1,3,14251,10,59 - 65 minutes
0,0,Start,0,0,Terminal,2376,2,1,14252,15,42 - 46 minutes
0,-0.125,"Walk
(2 min)",0,0,Transit,2376,2,1,14252,15,42 - 46 minutes
0,-0.25,"Transfer
(2 min wait)",1,1,Node,2376,2,1,14252,15,42 - 46 minutes
0,-0.5,Bus,0,0,Transit,2376,2,1,14252,15,42 - 46 minutes
0,-0.75,Transfer,1,0,Node,2376,2,1,14252,15,42 - 46 minutes
0,-1,Walk,0,0,Transit,2376,2,1,14252,15,42 - 46 minutes
0,-1.25,End,0,1,Terminal,2376,2,1,14252,15,42 - 46 minutes
0,0,Start,0,0,Terminal,2376,2,2,14252,25,40 - 48 minutes
0,-0.125,"Walk
(10 min)",0,0,Transit,2376,2,2,14252,25,40 - 48 minutes
0,-0.25,"Transfer
(2 min wait)",1,1,Node,2376,2,2,14252,25,40 - 48 minutes
0,-0.5,Bus,0,0,Transit,2376,2,2,14252,25,40 - 48 minutes
0,-0.75,"Transfer
(10 min wait)",1,0,Node,2376,2,2,14252,25,40 - 48 minutes
0,-1,Bus,0,0,Transit,2376,2,2,14252,25,40 - 48 minutes
0,-1.25,Transfer,1,1,Node,2376,2,2,14252,25,40 - 48 minutes
0,-1.375,"Walk
(2 min)",0,0,Transit,2376,2,2,14252,25,40 - 48 minutes
0,-1.5,End,0,0,Terminal,2376,2,2,14252,25,40 - 48 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2376,2,3,14252,10,71 - 79 minutes
0,-0.25,Uber/Lyft,0,0,Transit,2376,2,3,14252,10,71 - 79 minutes
0,-0.5,Transfer,1,0,Node,2376,2,3,14252,10,71 - 79 minutes
0,-0.75,Walk,0,0,Transit,2376,2,3,14252,10,71 - 79 minutes
0,-1,End,0,1,Terminal,2376,2,3,14252,10,71 - 79 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2376,3,1,14253,15,40 - 44 minutes
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,2376,3,1,14253,15,40 - 44 minutes
0,-0.3333333333333333,Transfer,1,0,Node,2376,3,1,14253,15,40 - 44 minutes
0,-0.5,Walk,0,0,Transit,2376,3,1,14253,15,40 - 44 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2376,3,1,14253,15,40 - 44 minutes
0,-0.8333333333333333,Bus,0,0,Transit,2376,3,1,14253,15,40 - 44 minutes
0,-1,Transfer,1,1,Node,2376,3,1,14253,15,40 - 44 minutes
0,-1.0833333333333333,"Walk
(10 min)",0,0,Transit,2376,3,1,14253,15,40 - 44 minutes
0,-1.1666666666666667,End,0,0,Terminal,2376,3,1,14253,15,40 - 44 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2376,3,2,14253,25,51 - 63 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,2376,3,2,14253,25,51 - 63 minutes
0,-0.3333333333333333,Transfer,1,0,Node,2376,3,2,14253,25,51 - 63 minutes
0,-0.5,Walk,0,0,Transit,2376,3,2,14253,25,51 - 63 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2376,3,2,14253,25,51 - 63 minutes
0,-0.8333333333333333,Bus,0,0,Transit,2376,3,2,14253,25,51 - 63 minutes
0,-1,Transfer,1,1,Node,2376,3,2,14253,25,51 - 63 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,2376,3,2,14253,25,51 - 63 minutes
0,-1.1666666666666667,End,0,0,Terminal,2376,3,2,14253,25,51 - 63 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2376,3,3,14253,15,60 - 74 minutes
0,-0.25,Uber/Lyft,0,0,Transit,2376,3,3,14253,15,60 - 74 minutes
0,-0.5,Transfer,1,0,Node,2376,3,3,14253,15,60 - 74 minutes
