x,y,label,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,Terminal,0,1335,1,1,8005,30,74 - 110 minutes
0,-0.06,"Walk
(2 min)",0,Transit,0,1335,1,1,8005,30,74 - 110 minutes
0,-0.12,"Transfer
(10 min wait)",1,Node,2,1335,1,1,8005,30,74 - 110 minutes
0,-0.27153846153846156,Bus,0,Transit,2,1335,1,1,8005,30,74 - 110 minutes
0,-0.42307692307692313,Transfer,1,Node,2,1335,1,1,8005,30,74 - 110 minutes
0,-0.4711538461538462,Walk,0,Transit,0,1335,1,1,8005,30,74 - 110 minutes
0,-0.5192307692307693,"Transfer
(10 min wait)",1,Node,3,1335,1,1,8005,30,74 - 110 minutes
0,-0.6996153846153846,Bus,0,Transit,3,1335,1,1,8005,30,74 - 110 minutes
0,-0.88,Transfer,1,Node,3,1335,1,1,8005,30,74 - 110 minutes
0,-0.94,"Walk
(5 min)",0,Transit,0,1335,1,1,8005,30,74 - 110 minutes
0,-1,End,0,Terminal,0,1335,1,1,8005,30,74 - 110 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,1335,1,2,8005,15,57 - 85 minutes
0,-0.22727272727272727,Uber/Lyft,0,Transit,1,1335,1,2,8005,15,57 - 85 minutes
0,-0.45454545454545453,Transfer,1,Node,1,1335,1,2,8005,15,57 - 85 minutes
0,-0.4772727272727273,Walk,0,Transit,0,1335,1,2,8005,15,57 - 85 minutes
0,-0.5,"Transfer
(2 min wait)",1,Node,2,1335,1,2,8005,15,57 - 85 minutes
0,-0.69,Bus,0,Transit,2,1335,1,2,8005,15,57 - 85 minutes
0,-0.88,Transfer,1,Node,2,1335,1,2,8005,15,57 - 85 minutes
0,-0.94,"Walk
(2 min)",0,Transit,0,1335,1,2,8005,15,57 - 85 minutes
0,-1,End,0,Terminal,0,1335,1,2,8005,15,57 - 85 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,1335,1,3,8005,10,70 - 78 minutes
0,-0.22321428571428573,Uber/Lyft,0,Transit,1,1335,1,3,8005,10,70 - 78 minutes
0,-0.44642857142857145,Transfer,1,Node,1,1335,1,3,8005,10,70 - 78 minutes
0,-0.4732142857142857,Walk,0,Transit,0,1335,1,3,8005,10,70 - 78 minutes
0,-0.5,"Transfer
(10 min wait)",1,Node,2,1335,1,3,8005,10,70 - 78 minutes
0,-0.69,Bus,0,Transit,2,1335,1,3,8005,10,70 - 78 minutes
0,-0.88,Transfer,1,Node,2,1335,1,3,8005,10,70 - 78 minutes
0,-0.94,"Walk
(2 min)",0,Transit,0,1335,1,3,8005,10,70 - 78 minutes
0,-1,End,0,Terminal,0,1335,1,3,8005,10,70 - 78 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,1335,2,1,8006,25,73 - 81 minutes
0,-0.21428571428571427,Taxi,0,Transit,1,1335,2,1,8006,25,73 - 81 minutes
0,-0.42857142857142855,"Transfer
(5 min wait)",1,Node,1,1335,2,1,8006,25,73 - 81 minutes
0,-0.6428571428571428,Bus,0,Transit,1,1335,2,1,8006,25,73 - 81 minutes
0,-0.8571428571428571,Transfer,1,Node,1,1335,2,1,8006,25,73 - 81 minutes
0,-0.9285714285714286,"Walk
(10 min)",0,Transit,0,1335,2,1,8006,25,73 - 81 minutes
0,-1,End,0,Terminal,0,1335,2,1,8006,25,73 - 81 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,1335,2,2,8006,15,50 - 61 minutes
0,-0.5,Taxi,0,Transit,1,1335,2,2,8006,15,50 - 61 minutes
0,-1,End,0,Terminal,1,1335,2,2,8006,15,50 - 61 minutes
0,0,Start,0,Terminal,0,1335,2,3,8006,20,58 - 70 minutes
0,-0.1,"Walk
(10 min)",0,Transit,0,1335,2,3,8006,20,58 - 70 minutes
0,-0.2,"Transfer
(2 min wait)",1,Node,2,1335,2,3,8006,20,58 - 70 minutes
0,-0.33333333333333337,Bus,0,Transit,2,1335,2,3,8006,20,58 - 70 minutes
