x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(10 min wait)",0,1,Terminal,792,1,1,4747,10,54 - 66 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,792,1,1,4747,10,54 - 66 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,792,1,1,4747,10,54 - 66 minutes
0,-0.5,Bus,0,0,Transit,792,1,1,4747,10,54 - 66 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,792,1,1,4747,10,54 - 66 minutes
0,-0.8333333333333333,Bus,0,0,Transit,792,1,1,4747,10,54 - 66 minutes
0,-1,Transfer,1,1,Node,792,1,1,4747,10,54 - 66 minutes
0,-1.0833333333333333,"Walk
(10 min)",0,0,Transit,792,1,1,4747,10,54 - 66 minutes
0,-1.1666666666666667,End,0,0,Terminal,792,1,1,4747,10,54 - 66 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,792,1,2,4747,20,47 - 51 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,792,1,2,4747,20,47 - 51 minutes
0,-0.3333333333333333,Transfer,1,0,Node,792,1,2,4747,20,47 - 51 minutes
0,-0.5,Walk,0,0,Transit,792,1,2,4747,20,47 - 51 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,792,1,2,4747,20,47 - 51 minutes
0,-0.8333333333333333,Bus,0,0,Transit,792,1,2,4747,20,47 - 51 minutes
0,-1,Transfer,1,1,Node,792,1,2,4747,20,47 - 51 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,792,1,2,4747,20,47 - 51 minutes
0,-1.1666666666666667,End,0,0,Terminal,792,1,2,4747,20,47 - 51 minutes
0,0,Start,0,0,Terminal,792,1,3,4747,30,66 - 72 minutes
0,-0.125,"Walk
(2 min)",0,0,Transit,792,1,3,4747,30,66 - 72 minutes
0,-0.25,"Transfer
(5 min wait)",1,1,Node,792,1,3,4747,30,66 - 72 minutes
0,-0.5,Bus,0,0,Transit,792,1,3,4747,30,66 - 72 minutes
0,-0.75,Transfer,1,0,Node,792,1,3,4747,30,66 - 72 minutes
0,-1,Walk,0,0,Transit,792,1,3,4747,30,66 - 72 minutes
0,-1.25,End,0,1,Terminal,792,1,3,4747,30,66 - 72 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,792,2,1,4748,10,54 - 60 minutes
0,-0.25,Uber/Lyft,0,0,Transit,792,2,1,4748,10,54 - 60 minutes
