x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(5 min wait)",0,1,Terminal,133,1,1,793,20,33 - 37 minutes
0,-0.5,Taxi,0,0,Transit,133,1,1,793,20,33 - 37 minutes
0,-1,End,0,1,Terminal,133,1,1,793,20,33 - 37 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,133,1,2,793,15,52 - 78 minutes
0,-0.25,Uber/Lyft,0,0,Transit,133,1,2,793,15,52 - 78 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,133,1,2,793,15,52 - 78 minutes
0,-0.75,Bus,0,0,Transit,133,1,2,793,15,52 - 78 minutes
0,-1,Transfer,1,1,Node,133,1,2,793,15,52 - 78 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,133,1,2,793,15,52 - 78 minutes
0,-1.25,End,0,0,Terminal,133,1,2,793,15,52 - 78 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,133,1,3,793,25,70 - 78 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,133,1,3,793,25,70 - 78 minutes
0,-0.3333333333333333,Transfer,1,0,Node,133,1,3,793,25,70 - 78 minutes
0,-0.5,Walk,0,0,Transit,133,1,3,793,25,70 - 78 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,133,1,3,793,25,70 - 78 minutes
0,-0.8333333333333333,Bus,0,0,Transit,133,1,3,793,25,70 - 78 minutes
0,-1,Transfer,1,1,Node,133,1,3,793,25,70 - 78 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,133,1,3,793,25,70 - 78 minutes
0,-1.1666666666666667,End,0,0,Terminal,133,1,3,793,25,70 - 78 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,133,2,1,794,20,68 - 102 minutes
0,-0.25,Taxi,0,0,Transit,133,2,1,794,20,68 - 102 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,133,2,1,794,20,68 - 102 minutes
0,-0.75,Bus,0,0,Transit,133,2,1,794,20,68 - 102 minutes
0,-1,Transfer,1,1,Node,133,2,1,794,20,68 - 102 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,133,2,1,794,20,68 - 102 minutes
0,-1.25,End,0,0,Terminal,133,2,1,794,20,68 - 102 minutes
0,0,Start,0,0,Terminal,133,2,2,794,30,32 - 40 minutes
0,-0.25,"Walk
(2 min)",0,0,Transit,133,2,2,794,30,32 - 40 minutes
0,-0.5,"Transfer
(2 min wait)",1,1,Node,133,2,2,794,30,32 - 40 minutes
0,-1,Bus,0,0,Transit,133,2,2,794,30,32 - 40 minutes
0,-1.5,Transfer,1,1,Node,133,2,2,794,30,32 - 40 minutes
0,-1.75,"Walk
(2 min)",0,0,Transit,133,2,2,794,30,32 - 40 minutes
0,-2,End,0,0,Terminal,133,2,2,794,30,32 - 40 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,133,2,3,794,15,54 - 80 minutes
0,-0.25,Uber/Lyft,0,0,Transit,133,2,3,794,15,54 - 80 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,133,2,3,794,15,54 - 80 minutes
0,-0.75,Bus,0,0,Transit,133,2,3,794,15,54 - 80 minutes
0,-1,Transfer,1,1,Node,133,2,3,794,15,54 - 80 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,133,2,3,794,15,54 - 80 minutes
0,-1.25,End,0,0,Terminal,133,2,3,794,15,54 - 80 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,133,3,1,795,15,56 - 84 minutes
0,-0.5,Uber/Lyft,0,0,Transit,133,3,1,795,15,56 - 84 minutes
0,-1,End,0,1,Terminal,133,3,1,795,15,56 - 84 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,133,3,2,795,10,28 - 34 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,133,3,2,795,10,28 - 34 minutes
0,-0.3333333333333333,Transfer,1,0,Node,133,3,2,795,10,28 - 34 minutes
0,-0.5,Walk,0,0,Transit,133,3,2,795,10,28 - 34 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,133,3,2,795,10,28 - 34 minutes
0,-0.8333333333333333,Bus,0,0,Transit,133,3,2,795,10,28 - 34 minutes
0,-1,Transfer,1,1,Node,133,3,2,795,10,28 - 34 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,133,3,2,795,10,28 - 34 minutes
0,-1.1666666666666667,End,0,0,Terminal,133,3,2,795,10,28 - 34 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,133,3,3,795,30,54 - 60 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,133,3,3,795,30,54 - 60 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,133,3,3,795,30,54 - 60 minutes
0,-0.5,Bus,0,0,Transit,133,3,3,795,30,54 - 60 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,133,3,3,795,30,54 - 60 minutes
0,-0.8333333333333333,Bus,0,0,Transit,133,3,3,795,30,54 - 60 minutes
0,-1,Transfer,1,1,Node,133,3,3,795,30,54 - 60 minutes
0,-1.0833333333333333,"Walk
(10 min)",0,0,Transit,133,3,3,795,30,54 - 60 minutes
0,-1.1666666666666667,End,0,0,Terminal,133,3,3,795,30,54 - 60 minutes
0,0,Start,0,0,Terminal,133,4,1,796,20,50 - 62 minutes
0,-0.125,"Walk
(10 min)",0,0,Transit,133,4,1,796,20,50 - 62 minutes
0,-0.25,"Transfer
(2 min wait)",1,1,Node,133,4,1,796,20,50 - 62 minutes
0,-0.5,Bus,0,0,Transit,133,4,1,796,20,50 - 62 minutes
0,-0.75,"Transfer
(2 min wait)",1,0,Node,133,4,1,796,20,50 - 62 minutes
0,-1,Bus,0,0,Transit,133,4,1,796,20,50 - 62 minutes
0,-1.25,Transfer,1,1,Node,133,4,1,796,20,50 - 62 minutes
0,-1.375,"Walk
(2 min)",0,0,Transit,133,4,1,796,20,50 - 62 minutes
0,-1.5,End,0,0,Terminal,133,4,1,796,20,50 - 62 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,133,4,2,796,10,62 - 68 minutes
0,-0.5,Taxi,0,0,Transit,133,4,2,796,10,62 - 68 minutes
0,-1,End,0,1,Terminal,133,4,2,796,10,62 - 68 minutes
0,0,Start,0,0,Terminal,133,4,3,796,10,30 - 34 minutes
0,-0.25,"Walk
(5 min)",0,0,Transit,133,4,3,796,10,30 - 34 minutes
0,-0.5,"Transfer
(2 min wait)",1,1,Node,133,4,3,796,10,30 - 34 minutes
0,-1,Bus,0,0,Transit,133,4,3,796,10,30 - 34 minutes
0,-1.5,Transfer,1,1,Node,133,4,3,796,10,30 - 34 minutes
0,-1.75,"Walk
(5 min)",0,0,Transit,133,4,3,796,10,30 - 34 minutes
0,-2,End,0,0,Terminal,133,4,3,796,10,30 - 34 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,133,5,1,797,30,40 - 50 minutes
0,-0.5,Taxi,0,0,Transit,133,5,1,797,30,40 - 50 minutes
0,-1,End,0,1,Terminal,133,5,1,797,30,40 - 50 minutes
0,0,Start,0,0,Terminal,133,5,2,797,25,44 - 66 minutes
0,-0.08333333333333333,"Walk
(10 min)",0,0,Transit,133,5,2,797,25,44 - 66 minutes
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,133,5,2,797,25,44 - 66 minutes
