x,y,label,type,respID,qID,altID,obsID
0,0,Start (10 min wait),Node,122,1,1,727
0,0.08333333333333333,Walk (5 min),Walk,122,1,1,727
0,0.16666666666666666,Bus,Vehicle,122,1,1,727
0,0.3333333333333333,Transfer (10 min wait),Node,122,1,1,727
0,0.5,Bus,Vehicle,122,1,1,727
0,0.6666666666666666,Transfer (10 min wait),Node,122,1,1,727
0,0.8333333333333333,Uber/Lyft,Vehicle,122,1,1,727
0,1,End,Node,122,1,1,727
0,0,Start (5 min wait),Node,122,1,2,727
0,0.125,Walk (5 min),Walk,122,1,2,727
0,0.25,Uber/Lyft,Vehicle,122,1,2,727
0,0.5,Transfer (10 min wait),Node,122,1,2,727
0,0.75,Bus,Vehicle,122,1,2,727
0,0.875,Walk (5 min),Walk,122,1,2,727
0,1,End,Node,122,1,2,727
0,0,Start,Node,122,1,3,727
0,0.125,Walk (10 min),Walk,122,1,3,727
0,0.25,Car,Vehicle,122,1,3,727
0,0.5,Transfer (10 min wait),Node,122,1,3,727
0,0.75,Bus,Vehicle,122,1,3,727
0,0.875,Walk (5 min),Walk,122,1,3,727
0,1,End,Node,122,1,3,727
0,0,Start,Node,122,2,1,728
0,0.25,Car,Vehicle,122,2,1,728
0,0.5,Transfer (5 min wait),Node,122,2,1,728
0,0.75,Bus,Vehicle,122,2,1,728
0,0.875,Walk (5 min),Walk,122,2,1,728
0,1,End,Node,122,2,1,728
0,0,Start,Node,122,2,2,728
0,0.08333333333333333,Walk (10 min),Walk,122,2,2,728
0,0.16666666666666666,Car,Vehicle,122,2,2,728
0,0.3333333333333333,Transfer (10 min wait),Node,122,2,2,728
0,0.5,Bus,Vehicle,122,2,2,728
0,0.6666666666666666,Transfer (10 min wait),Node,122,2,2,728
0,0.8333333333333333,Bus,Vehicle,122,2,2,728
0,0.9166666666666666,Walk (5 min),Walk,122,2,2,728
0,1,End,Node,122,2,2,728
0,0,Start (10 min wait),Node,122,2,3,728
0,0.16666666666666666,Taxi,Vehicle,122,2,3,728
0,0.3333333333333333,Transfer (5 min wait),Node,122,2,3,728
0,0.5,Bus,Vehicle,122,2,3,728
0,0.6666666666666666,Transfer (10 min wait),Node,122,2,3,728
