x,y,label,type,respID,qID,altID,obsID
1,0,Start (10 min wait),Start,1016,1,1,6091
1,0.25,Taxi,Vehicle,1016,1,1,6091
0,0.5,Transfer (10 min wait),Node,1016,1,1,6091
1,0.75,Bus,Vehicle,1016,1,1,6091
1,0.875,Walk (5 min),Walk,1016,1,1,6091
1,1,End,End,1016,1,1,6091
1,0,Start (10 min wait),Start,1016,1,2,6091
1,0.5,Uber/Lyft,Vehicle,1016,1,2,6091
1,1,End,End,1016,1,2,6091
1,0,Start (10 min wait),Start,1016,1,3,6091
1,0.5,Uber/Lyft,Vehicle,1016,1,3,6091
1,1,End,End,1016,1,3,6091
1,0,Start,Start,1016,2,1,6092
1,0.5,Car,Vehicle,1016,2,1,6092
1,1,End,End,1016,2,1,6092
1,0,Start (5 min wait),Start,1016,2,2,6092
1,0.125,Walk (5 min),Walk,1016,2,2,6092
1,0.25,Uber/Lyft,Vehicle,1016,2,2,6092
0,0.5,Transfer,Node,1016,2,2,6092
1,0.75,Bus,Vehicle,1016,2,2,6092
1,0.875,Walk (5 min),Walk,1016,2,2,6092
1,1,End,End,1016,2,2,6092
1,0,Start,Start,1016,2,3,6092
1,0.5,Car,Vehicle,1016,2,3,6092
1,1,End,End,1016,2,3,6092
1,0,Start,Start,1016,3,1,6093
1,0.125,Walk (10 min),Walk,1016,3,1,6093
1,0.25,Car,Vehicle,1016,3,1,6093
0,0.5,Transfer,Node,1016,3,1,6093
1,0.75,Bus,Vehicle,1016,3,1,6093
1,0.875,Walk (5 min),Walk,1016,3,1,6093
1,1,End,End,1016,3,1,6093
1,0,Start,Start,1016,3,2,6093
1,0.16666666666666666,Taxi,Vehicle,1016,3,2,6093
0,0.3333333333333333,Transfer (10 min wait),Node,1016,3,2,6093
1,0.5,Bus,Vehicle,1016,3,2,6093
0,0.6666666666666666,Transfer,Node,1016,3,2,6093
1,0.8333333333333333,Taxi,Vehicle,1016,3,2,6093
1,0.9166666666666666,Walk (10 min),Walk,1016,3,2,6093
1,1,End,End,1016,3,2,6093
1,0,Start (5 min wait),Start,1016,3,3,6093
1,0.25,Taxi,Vehicle,1016,3,3,6093
0,0.5,Transfer (10 min wait),Node,1016,3,3,6093
1,0.75,Bus,Vehicle,1016,3,3,6093
1,1,End,End,1016,3,3,6093
1,0,Start (10 min wait),Start,1016,4,1,6094
1,0.125,Walk (10 min),Walk,1016,4,1,6094
1,0.25,Uber/Lyft,Vehicle,1016,4,1,6094
0,0.5,Transfer,Node,1016,4,1,6094
1,0.75,Bus,Vehicle,1016,4,1,6094
1,0.875,Walk (10 min),Walk,1016,4,1,6094
1,1,End,End,1016,4,1,6094
1,0,Start (5 min wait),Start,1016,4,2,6094
1,0.5,Uber/Lyft,Vehicle,1016,4,2,6094
1,1,End,End,1016,4,2,6094
1,0,Start (10 min wait),Start,1016,4,3,6094
1,0.5,Bus,Vehicle,1016,4,3,6094
1,1,End,End,1016,4,3,6094
1,0,Start,Start,1016,5,1,6095
1,0.5,Bus,Vehicle,1016,5,1,6095
1,0.85,Walk (5 min),Walk,1016,5,1,6095
1,1,End,End,1016,5,1,6095
1,0,Start,Start,1016,5,2,6095
1,0.08333333333333333,Walk (10 min),Walk,1016,5,2,6095
1,0.16666666666666666,Car,Vehicle,1016,5,2,6095
0,0.3333333333333333,Transfer,Node,1016,5,2,6095
1,0.5,Bus,Vehicle,1016,5,2,6095
0,0.6666666666666666,Transfer (10 min wait),Node,1016,5,2,6095
1,0.8333333333333333,Taxi,Vehicle,1016,5,2,6095
1,0.9166666666666666,Walk (10 min),Walk,1016,5,2,6095
1,1,End,End,1016,5,2,6095
1,0,Start,Start,1016,5,3,6095
1,0.125,Walk (10 min),Walk,1016,5,3,6095
1,0.25,Car,Vehicle,1016,5,3,6095
0,0.5,Transfer (5 min wait),Node,1016,5,3,6095
1,0.75,Bus,Vehicle,1016,5,3,6095
1,1,End,End,1016,5,3,6095
1,0,Start,Start,1016,6,1,6096
1,0.125,Walk (5 min),Walk,1016,6,1,6096
1,0.25,Car,Vehicle,1016,6,1,6096
0,0.5,Transfer,Node,1016,6,1,6096
1,0.75,Bus,Vehicle,1016,6,1,6096
1,0.875,Walk (5 min),Walk,1016,6,1,6096
1,1,End,End,1016,6,1,6096
1,0,Start,Start,1016,6,2,6096
1,0.125,Walk (5 min),Walk,1016,6,2,6096
1,0.25,Uber/Lyft,Vehicle,1016,6,2,6096
0,0.5,Transfer (10 min wait),Node,1016,6,2,6096
1,0.75,Bus,Vehicle,1016,6,2,6096
1,0.875,Walk (10 min),Walk,1016,6,2,6096
1,1,End,End,1016,6,2,6096
1,0,Start,Start,1016,6,3,6096
1,0.08333333333333333,Walk (10 min),Walk,1016,6,3,6096
1,0.16666666666666666,Car,Vehicle,1016,6,3,6096
0,0.3333333333333333,Transfer,Node,1016,6,3,6096
1,0.5,Bus,Vehicle,1016,6,3,6096
0,0.6666666666666666,Transfer,Node,1016,6,3,6096
1,0.8333333333333333,Bus,Vehicle,1016,6,3,6096
1,1,End,End,1016,6,3,6096
