x,y,label,type,respID,qID,altID,obsID
1,0,Start (10 min wait),Start,2011,1,1,12061
1,0.08333333333333333,Walk (10 min),Walk,2011,1,1,12061
1,0.16666666666666666,Bus,Vehicle,2011,1,1,12061
0,0.3333333333333333,Transfer (10 min wait),Node,2011,1,1,12061
1,0.5,Bus,Vehicle,2011,1,1,12061
0,0.6666666666666666,Transfer (10 min wait),Node,2011,1,1,12061
1,0.8333333333333333,Bus,Vehicle,2011,1,1,12061
1,0.9166666666666666,Walk (5 min),Walk,2011,1,1,12061
1,1,End,End,2011,1,1,12061
1,0,Start,Start,2011,1,2,12061
1,0.08333333333333333,Walk (10 min),Walk,2011,1,2,12061
1,0.16666666666666666,Car,Vehicle,2011,1,2,12061
0,0.3333333333333333,Transfer (10 min wait),Node,2011,1,2,12061
1,0.5,Bus,Vehicle,2011,1,2,12061
0,0.6666666666666666,Transfer,Node,2011,1,2,12061
1,0.8333333333333333,Taxi,Vehicle,2011,1,2,12061
1,0.9166666666666666,Walk (5 min),Walk,2011,1,2,12061
1,1,End,End,2011,1,2,12061
1,0,Start (10 min wait),Start,2011,1,3,12061
1,0.08333333333333333,Walk (5 min),Walk,2011,1,3,12061
1,0.16666666666666666,Bus,Vehicle,2011,1,3,12061
0,0.3333333333333333,Transfer (10 min wait),Node,2011,1,3,12061
1,0.5,Bus,Vehicle,2011,1,3,12061
0,0.6666666666666666,Transfer (5 min wait),Node,2011,1,3,12061
1,0.8333333333333333,Uber/Lyft,Vehicle,2011,1,3,12061
1,0.9166666666666666,Walk (5 min),Walk,2011,1,3,12061
1,1,End,End,2011,1,3,12061
1,0,Start,Start,2011,2,1,12062
1,0.125,Walk (5 min),Walk,2011,2,1,12062
1,0.25,Car,Vehicle,2011,2,1,12062
0,0.5,Transfer,Node,2011,2,1,12062
1,0.75,Bus,Vehicle,2011,2,1,12062
1,1,End,End,2011,2,1,12062
1,0,Start (5 min wait),Start,2011,2,2,12062
1,0.125,Walk (5 min),Walk,2011,2,2,12062
1,0.25,Uber/Lyft,Vehicle,2011,2,2,12062
0,0.5,Transfer (5 min wait),Node,2011,2,2,12062
1,0.75,Bus,Vehicle,2011,2,2,12062
1,1,End,End,2011,2,2,12062
1,0,Start (10 min wait),Start,2011,2,3,12062
1,0.5,Taxi,Vehicle,2011,2,3,12062
1,1,End,End,2011,2,3,12062
1,0,Start,Start,2011,3,1,12063
1,0.08333333333333333,Walk (5 min),Walk,2011,3,1,12063
1,0.16666666666666666,Car,Vehicle,2011,3,1,12063
0,0.3333333333333333,Transfer (5 min wait),Node,2011,3,1,12063
