x,y,label,type,respID,qID,altID,obsID
1,0,Start,Start,2821,1,1,16921
1,0.08333333333333333,Walk (5 min),Walk,2821,1,1,16921
1,0.16666666666666666,Car,Vehicle,2821,1,1,16921
0,0.3333333333333333,Transfer (10 min wait),Node,2821,1,1,16921
1,0.5,Bus,Vehicle,2821,1,1,16921
0,0.6666666666666666,Transfer (10 min wait),Node,2821,1,1,16921
1,0.8333333333333333,Taxi,Vehicle,2821,1,1,16921
1,0.9166666666666666,Walk (10 min),Walk,2821,1,1,16921
1,1,End,End,2821,1,1,16921
1,0,Start,Start,2821,1,2,16921
1,0.08333333333333333,Walk (5 min),Walk,2821,1,2,16921
1,0.16666666666666666,Car,Vehicle,2821,1,2,16921
0,0.3333333333333333,Transfer (5 min wait),Node,2821,1,2,16921
1,0.5,Bus,Vehicle,2821,1,2,16921
0,0.6666666666666666,Transfer,Node,2821,1,2,16921
1,0.8333333333333333,Uber/Lyft,Vehicle,2821,1,2,16921
1,1,End,End,2821,1,2,16921
1,0,Start (10 min wait),Start,2821,1,3,16921
1,0.15,Walk (5 min),Walk,2821,1,3,16921
1,0.5,Bus,Vehicle,2821,1,3,16921
1,0.85,Walk (5 min),Walk,2821,1,3,16921
1,1,End,End,2821,1,3,16921
1,0,Start (5 min wait),Start,2821,2,1,16922
1,0.25,Taxi,Vehicle,2821,2,1,16922
0,0.5,Transfer (5 min wait),Node,2821,2,1,16922
1,0.75,Bus,Vehicle,2821,2,1,16922
1,0.875,Walk (10 min),Walk,2821,2,1,16922
1,1,End,End,2821,2,1,16922
1,0,Start,Start,2821,2,2,16922
1,0.5,Car,Vehicle,2821,2,2,16922
1,1,End,End,2821,2,2,16922
1,0,Start,Start,2821,2,3,16922
1,0.16666666666666666,Car,Vehicle,2821,2,3,16922
0,0.3333333333333333,Transfer (5 min wait),Node,2821,2,3,16922
1,0.5,Bus,Vehicle,2821,2,3,16922
0,0.6666666666666666,Transfer (10 min wait),Node,2821,2,3,16922
1,0.8333333333333333,Uber/Lyft,Vehicle,2821,2,3,16922
