x,y,label,type,respID,qID,altID,obsID
1,0,Start (5 min wait),Start,1484,1,1,8899
1,0.125,Walk (10 min),Walk,1484,1,1,8899
1,0.25,Uber/Lyft,Vehicle,1484,1,1,8899
0,0.5,Transfer (5 min wait),Node,1484,1,1,8899
1,0.75,Bus,Vehicle,1484,1,1,8899
1,0.875,Walk (5 min),Walk,1484,1,1,8899
1,1,End,End,1484,1,1,8899
1,0,Start (10 min wait),Start,1484,1,2,8899
1,0.125,Walk (10 min),Walk,1484,1,2,8899
1,0.25,Uber/Lyft,Vehicle,1484,1,2,8899
0,0.5,Transfer,Node,1484,1,2,8899
1,0.75,Bus,Vehicle,1484,1,2,8899
1,1,End,End,1484,1,2,8899
1,0,Start,Start,1484,1,3,8899
1,0.08333333333333333,Walk (10 min),Walk,1484,1,3,8899
1,0.16666666666666666,Car,Vehicle,1484,1,3,8899
0,0.3333333333333333,Transfer (10 min wait),Node,1484,1,3,8899
1,0.5,Bus,Vehicle,1484,1,3,8899
0,0.6666666666666666,Transfer,Node,1484,1,3,8899
1,0.8333333333333333,Taxi,Vehicle,1484,1,3,8899
1,1,End,End,1484,1,3,8899
1,0,Start,Start,1484,2,1,8900
1,0.5,Car,Vehicle,1484,2,1,8900
1,1,End,End,1484,2,1,8900
1,0,Start,Start,1484,2,2,8900
1,0.08333333333333333,Walk (5 min),Walk,1484,2,2,8900
1,0.16666666666666666,Car,Vehicle,1484,2,2,8900
0,0.3333333333333333,Transfer (5 min wait),Node,1484,2,2,8900
1,0.5,Bus,Vehicle,1484,2,2,8900
0,0.6666666666666666,Transfer (10 min wait),Node,1484,2,2,8900
1,0.8333333333333333,Uber/Lyft,Vehicle,1484,2,2,8900
1,1,End,End,1484,2,2,8900
1,0,Start,Start,1484,2,3,8900
1,0.08333333333333333,Walk (10 min),Walk,1484,2,3,8900
1,0.16666666666666666,Car,Vehicle,1484,2,3,8900
0,0.3333333333333333,Transfer (10 min wait),Node,1484,2,3,8900
1,0.5,Bus,Vehicle,1484,2,3,8900
0,0.6666666666666666,Transfer (5 min wait),Node,1484,2,3,8900
1,0.8333333333333333,Taxi,Vehicle,1484,2,3,8900
1,1,End,End,1484,2,3,8900
1,0,Start (10 min wait),Start,1484,3,1,8901
1,0.16666666666666666,Taxi,Vehicle,1484,3,1,8901
0,0.3333333333333333,Transfer (10 min wait),Node,1484,3,1,8901
1,0.5,Bus,Vehicle,1484,3,1,8901
0,0.6666666666666666,Transfer (10 min wait),Node,1484,3,1,8901
1,0.8333333333333333,Bus,Vehicle,1484,3,1,8901
1,0.9166666666666666,Walk (10 min),Walk,1484,3,1,8901
1,1,End,End,1484,3,1,8901
1,0,Start,Start,1484,3,2,8901
1,0.125,Walk (5 min),Walk,1484,3,2,8901
1,0.25,Car,Vehicle,1484,3,2,8901
0,0.5,Transfer (10 min wait),Node,1484,3,2,8901
1,0.75,Bus,Vehicle,1484,3,2,8901
1,0.875,Walk (5 min),Walk,1484,3,2,8901
1,1,End,End,1484,3,2,8901
1,0,Start,Start,1484,3,3,8901
1,0.15,Walk (5 min),Walk,1484,3,3,8901
1,0.5,Bus,Vehicle,1484,3,3,8901
1,1,End,End,1484,3,3,8901
1,0,Start,Start,1484,4,1,8902
1,0.25,Car,Vehicle,1484,4,1,8902
0,0.5,Transfer (10 min wait),Node,1484,4,1,8902
1,0.75,Bus,Vehicle,1484,4,1,8902
1,0.875,Walk (5 min),Walk,1484,4,1,8902
1,1,End,End,1484,4,1,8902
1,0,Start (10 min wait),Start,1484,4,2,8902
1,0.5,Bus,Vehicle,1484,4,2,8902
1,0.85,Walk (10 min),Walk,1484,4,2,8902
1,1,End,End,1484,4,2,8902
1,0,Start,Start,1484,4,3,8902
1,0.15,Walk (5 min),Walk,1484,4,3,8902
1,0.5,Bus,Vehicle,1484,4,3,8902
1,0.85,Walk (10 min),Walk,1484,4,3,8902
1,1,End,End,1484,4,3,8902
1,0,Start (5 min wait),Start,1484,5,1,8903
1,0.08333333333333333,Walk (10 min),Walk,1484,5,1,8903
1,0.16666666666666666,Bus,Vehicle,1484,5,1,8903
0,0.3333333333333333,Transfer (5 min wait),Node,1484,5,1,8903
1,0.5,Bus,Vehicle,1484,5,1,8903
0,0.6666666666666666,Transfer (5 min wait),Node,1484,5,1,8903
1,0.8333333333333333,Uber/Lyft,Vehicle,1484,5,1,8903
1,0.9166666666666666,Walk (5 min),Walk,1484,5,1,8903
1,1,End,End,1484,5,1,8903
1,0,Start,Start,1484,5,2,8903
1,0.125,Walk (10 min),Walk,1484,5,2,8903
1,0.25,Car,Vehicle,1484,5,2,8903
0,0.5,Transfer (5 min wait),Node,1484,5,2,8903
1,0.75,Bus,Vehicle,1484,5,2,8903
1,0.875,Walk (5 min),Walk,1484,5,2,8903
1,1,End,End,1484,5,2,8903
1,0,Start,Start,1484,5,3,8903
1,0.15,Walk (5 min),Walk,1484,5,3,8903
1,0.5,Bus,Vehicle,1484,5,3,8903
1,0.85,Walk (5 min),Walk,1484,5,3,8903
1,1,End,End,1484,5,3,8903
1,0,Start,Start,1484,6,1,8904
1,0.5,Car,Vehicle,1484,6,1,8904
1,1,End,End,1484,6,1,8904
1,0,Start (5 min wait),Start,1484,6,2,8904
1,0.08333333333333333,Walk (5 min),Walk,1484,6,2,8904
1,0.16666666666666666,Uber/Lyft,Vehicle,1484,6,2,8904
0,0.3333333333333333,Transfer,Node,1484,6,2,8904
1,0.5,Bus,Vehicle,1484,6,2,8904
0,0.6666666666666666,Transfer (5 min wait),Node,1484,6,2,8904
1,0.8333333333333333,Uber/Lyft,Vehicle,1484,6,2,8904
1,0.9166666666666666,Walk (5 min),Walk,1484,6,2,8904
1,1,End,End,1484,6,2,8904
1,0,Start (5 min wait),Start,1484,6,3,8904
1,0.08333333333333333,Walk (10 min),Walk,1484,6,3,8904
1,0.16666666666666666,Uber/Lyft,Vehicle,1484,6,3,8904
0,0.3333333333333333,Transfer (10 min wait),Node,1484,6,3,8904
1,0.5,Bus,Vehicle,1484,6,3,8904
0,0.6666666666666666,Transfer (5 min wait),Node,1484,6,3,8904
1,0.8333333333333333,Uber/Lyft,Vehicle,1484,6,3,8904
1,0.9166666666666666,Walk (10 min),Walk,1484,6,3,8904
1,1,End,End,1484,6,3,8904
