x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,1,Terminal,533,1,1,3193,25,48 - 52 minutes
0,-0.5,Car,0,0,Transit,533,1,1,3193,25,48 - 52 minutes
0,-1,End,0,1,Terminal,533,1,1,3193,25,48 - 52 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,533,1,2,3193,25,62 - 68 minutes
0,-0.5,Uber/Lyft,0,0,Transit,533,1,2,3193,25,62 - 68 minutes
0,-1,End,0,1,Terminal,533,1,2,3193,25,62 - 68 minutes
0,0,Start,0,1,Terminal,533,1,3,3193,30,33 - 41 minutes
0,-0.25,"Car
(Express Lane)",0,0,Transit,533,1,3,3193,30,33 - 41 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,533,1,3,3193,30,33 - 41 minutes
0,-0.75,Bus,0,0,Transit,533,1,3,3193,30,33 - 41 minutes
0,-1,Transfer,1,1,Node,533,1,3,3193,30,33 - 41 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,533,1,3,3193,30,33 - 41 minutes
0,-1.25,End,0,0,Terminal,533,1,3,3193,30,33 - 41 minutes
0,0,Start,0,1,Terminal,533,2,1,3194,20,26 - 38 minutes
0,-0.16666666666666666,Car,0,0,Transit,533,2,1,3194,20,26 - 38 minutes
0,-0.3333333333333333,Transfer,1,0,Node,533,2,1,3194,20,26 - 38 minutes
0,-0.5,Walk,0,0,Transit,533,2,1,3194,20,26 - 38 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,533,2,1,3194,20,26 - 38 minutes
0,-0.8333333333333333,Bus,0,0,Transit,533,2,1,3194,20,26 - 38 minutes
0,-1,Transfer,1,1,Node,533,2,1,3194,20,26 - 38 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,533,2,1,3194,20,26 - 38 minutes
0,-1.1666666666666667,End,0,0,Terminal,533,2,1,3194,20,26 - 38 minutes
0,0,Start,0,1,Terminal,533,2,2,3194,25,38 - 42 minutes
0,-0.25,"Car
(Express Lane)",0,0,Transit,533,2,2,3194,25,38 - 42 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,533,2,2,3194,25,38 - 42 minutes
0,-0.75,Bus,0,0,Transit,533,2,2,3194,25,38 - 42 minutes
0,-1,Transfer,1,1,Node,533,2,2,3194,25,38 - 42 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,533,2,2,3194,25,38 - 42 minutes
0,-1.25,End,0,0,Terminal,533,2,2,3194,25,38 - 42 minutes
0,0,Start,0,1,Terminal,533,2,3,3194,20,26 - 28 minutes
0,-0.25,"Car
(Express Lane)",0,0,Transit,533,2,3,3194,20,26 - 28 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,533,2,3,3194,20,26 - 28 minutes
0,-0.75,Bus,0,0,Transit,533,2,3,3194,20,26 - 28 minutes
0,-1,Transfer,1,1,Node,533,2,3,3194,20,26 - 28 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,533,2,3,3194,20,26 - 28 minutes
0,-1.25,End,0,0,Terminal,533,2,3,3194,20,26 - 28 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,533,3,1,3195,10,50 - 61 minutes
0,-0.25,Uber/Lyft,0,0,Transit,533,3,1,3195,10,50 - 61 minutes
0,-0.5,Transfer,1,0,Node,533,3,1,3195,10,50 - 61 minutes
0,-0.75,Walk,0,0,Transit,533,3,1,3195,10,50 - 61 minutes
0,-1,End,0,1,Terminal,533,3,1,3195,10,50 - 61 minutes
0,0,Start,0,0,Terminal,533,3,2,3195,15,56 - 62 minutes
0,-0.25,"Walk
(2 min)",0,0,Transit,533,3,2,3195,15,56 - 62 minutes
0,-0.5,"Transfer
(5 min wait)",1,1,Node,533,3,2,3195,15,56 - 62 minutes
0,-1,Bus,0,0,Transit,533,3,2,3195,15,56 - 62 minutes
0,-1.5,Transfer,1,1,Node,533,3,2,3195,15,56 - 62 minutes
0,-1.75,"Walk
(2 min)",0,0,Transit,533,3,2,3195,15,56 - 62 minutes
0,-2,End,0,0,Terminal,533,3,2,3195,15,56 - 62 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,533,3,3,3195,20,49 - 55 minutes
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,533,3,3,3195,20,49 - 55 minutes
0,-0.3333333333333333,Transfer,1,0,Node,533,3,3,3195,20,49 - 55 minutes
0,-0.5,Walk,0,0,Transit,533,3,3,3195,20,49 - 55 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,533,3,3,3195,20,49 - 55 minutes
0,-0.8333333333333333,Bus,0,0,Transit,533,3,3,3195,20,49 - 55 minutes
0,-1,Transfer,1,1,Node,533,3,3,3195,20,49 - 55 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,533,3,3,3195,20,49 - 55 minutes
0,-1.1666666666666667,End,0,0,Terminal,533,3,3,3195,20,49 - 55 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,533,4,1,3196,25,58 - 86 minutes
0,-0.25,Taxi,0,0,Transit,533,4,1,3196,25,58 - 86 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,533,4,1,3196,25,58 - 86 minutes
0,-0.75,Bus,0,0,Transit,533,4,1,3196,25,58 - 86 minutes
0,-1,Transfer,1,1,Node,533,4,1,3196,25,58 - 86 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,533,4,1,3196,25,58 - 86 minutes
0,-1.25,End,0,0,Terminal,533,4,1,3196,25,58 - 86 minutes
0,0,Start,0,1,Terminal,533,4,2,3196,20,81 - 89 minutes
0,-0.16666666666666666,"Car
(Express Lane)",0,0,Transit,533,4,2,3196,20,81 - 89 minutes
0,-0.3333333333333333,Transfer,1,0,Node,533,4,2,3196,20,81 - 89 minutes
0,-0.5,Walk,0,0,Transit,533,4,2,3196,20,81 - 89 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,533,4,2,3196,20,81 - 89 minutes
0,-0.8333333333333333,Bus,0,0,Transit,533,4,2,3196,20,81 - 89 minutes
0,-1,Transfer,1,1,Node,533,4,2,3196,20,81 - 89 minutes
0,-1.0833333333333333,"Walk
(10 min)",0,0,Transit,533,4,2,3196,20,81 - 89 minutes
0,-1.1666666666666667,End,0,0,Terminal,533,4,2,3196,20,81 - 89 minutes
0,0,Start,0,1,Terminal,533,4,3,3196,10,37 - 41 minutes
0,-0.16666666666666666,Car,0,0,Transit,533,4,3,3196,10,37 - 41 minutes
0,-0.3333333333333333,Transfer,1,0,Node,533,4,3,3196,10,37 - 41 minutes
0,-0.5,Walk,0,0,Transit,533,4,3,3196,10,37 - 41 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,533,4,3,3196,10,37 - 41 minutes
0,-0.8333333333333333,Bus,0,0,Transit,533,4,3,3196,10,37 - 41 minutes
0,-1,Transfer,1,1,Node,533,4,3,3196,10,37 - 41 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,533,4,3,3196,10,37 - 41 minutes
0,-1.1666666666666667,End,0,0,Terminal,533,4,3,3196,10,37 - 41 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,533,5,1,3197,30,45 - 55 minutes
0,-0.25,Taxi,0,0,Transit,533,5,1,3197,30,45 - 55 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,533,5,1,3197,30,45 - 55 minutes
0,-0.75,Bus,0,0,Transit,533,5,1,3197,30,45 - 55 minutes
0,-1,Transfer,1,1,Node,533,5,1,3197,30,45 - 55 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,533,5,1,3197,30,45 - 55 minutes
0,-1.25,End,0,0,Terminal,533,5,1,3197,30,45 - 55 minutes
0,0,Start,0,0,Terminal,533,5,2,3197,25,34 - 50 minutes
0,-0.25,"Walk
(10 min)",0,0,Transit,533,5,2,3197,25,34 - 50 minutes
0,-0.5,"Transfer
(2 min wait)",1,1,Node,533,5,2,3197,25,34 - 50 minutes
0,-1,Bus,0,0,Transit,533,5,2,3197,25,34 - 50 minutes
0,-1.5,Transfer,1,1,Node,533,5,2,3197,25,34 - 50 minutes
0,-1.75,"Walk
(10 min)",0,0,Transit,533,5,2,3197,25,34 - 50 minutes
0,-2,End,0,0,Terminal,533,5,2,3197,25,34 - 50 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,533,5,3,3197,15,59 - 65 minutes
0,-0.25,Uber/Lyft,0,0,Transit,533,5,3,3197,15,59 - 65 minutes
