x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,1,Terminal,2105,1,1,12625,30,48 - 72 minutes
0,-0.5,"Car
(Express Lane)",0,0,Transit,2105,1,1,12625,30,48 - 72 minutes
0,-1,End,0,1,Terminal,2105,1,1,12625,30,48 - 72 minutes
0,0,Start,0,1,Terminal,2105,1,2,12625,30,66 - 74 minutes
0,-0.25,"Car
(Express Lane)",0,0,Transit,2105,1,2,12625,30,66 - 74 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2105,1,2,12625,30,66 - 74 minutes
0,-0.75,Bus,0,0,Transit,2105,1,2,12625,30,66 - 74 minutes
0,-1,Transfer,1,1,Node,2105,1,2,12625,30,66 - 74 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,2105,1,2,12625,30,66 - 74 minutes
0,-1.25,End,0,0,Terminal,2105,1,2,12625,30,66 - 74 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2105,1,3,12625,20,28 - 42 minutes
0,-0.25,Uber/Lyft,0,0,Transit,2105,1,3,12625,20,28 - 42 minutes
0,-0.5,Transfer,1,0,Node,2105,1,3,12625,20,28 - 42 minutes
0,-0.75,Walk,0,0,Transit,2105,1,3,12625,20,28 - 42 minutes
0,-1,End,0,1,Terminal,2105,1,3,12625,20,28 - 42 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,2105,2,1,12626,30,54 - 66 minutes
0,-0.5,Uber/Lyft,0,0,Transit,2105,2,1,12626,30,54 - 66 minutes
0,-1,End,0,1,Terminal,2105,2,1,12626,30,54 - 66 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2105,2,2,12626,20,31 - 47 minutes
0,-0.25,Uber/Lyft,0,0,Transit,2105,2,2,12626,20,31 - 47 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2105,2,2,12626,20,31 - 47 minutes
0,-0.75,Bus,0,0,Transit,2105,2,2,12626,20,31 - 47 minutes
0,-1,Transfer,1,1,Node,2105,2,2,12626,20,31 - 47 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,2105,2,2,12626,20,31 - 47 minutes
0,-1.25,End,0,0,Terminal,2105,2,2,12626,20,31 - 47 minutes
0,0,Start,0,0,Terminal,2105,2,3,12626,15,26 - 32 minutes
0,-0.125,"Walk
(2 min)",0,0,Transit,2105,2,3,12626,15,26 - 32 minutes
0,-0.25,"Transfer
(5 min wait)",1,1,Node,2105,2,3,12626,15,26 - 32 minutes
0,-0.5,Bus,0,0,Transit,2105,2,3,12626,15,26 - 32 minutes
0,-0.75,Transfer,1,0,Node,2105,2,3,12626,15,26 - 32 minutes
0,-1,Walk,0,0,Transit,2105,2,3,12626,15,26 - 32 minutes
0,-1.25,End,0,1,Terminal,2105,2,3,12626,15,26 - 32 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2105,3,1,12627,10,40 - 44 minutes
0,-0.25,Uber/Lyft,0,0,Transit,2105,3,1,12627,10,40 - 44 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2105,3,1,12627,10,40 - 44 minutes
0,-0.75,Bus,0,0,Transit,2105,3,1,12627,10,40 - 44 minutes
0,-1,Transfer,1,1,Node,2105,3,1,12627,10,40 - 44 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,2105,3,1,12627,10,40 - 44 minutes
0,-1.25,End,0,0,Terminal,2105,3,1,12627,10,40 - 44 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2105,3,2,12627,30,54 - 66 minutes
0,-0.25,Taxi,0,0,Transit,2105,3,2,12627,30,54 - 66 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2105,3,2,12627,30,54 - 66 minutes
0,-0.75,Bus,0,0,Transit,2105,3,2,12627,30,54 - 66 minutes
0,-1,Transfer,1,1,Node,2105,3,2,12627,30,54 - 66 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,2105,3,2,12627,30,54 - 66 minutes
0,-1.25,End,0,0,Terminal,2105,3,2,12627,30,54 - 66 minutes
0,0,Start,0,1,Terminal,2105,3,3,12627,30,48 - 72 minutes
0,-0.5,"Car
(Express Lane)",0,0,Transit,2105,3,3,12627,30,48 - 72 minutes
