x,y,label,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,Terminal,0,5169,1,1,31009,10,80 - 88 minutes
0,-0.06,"Walk
(2 min)",0,Transit,0,5169,1,1,31009,10,80 - 88 minutes
0,-0.12,"Transfer
(5 min wait)",1,Node,2,5169,1,1,31009,10,80 - 88 minutes
0,-0.25298245614035086,Bus,0,Transit,2,5169,1,1,31009,10,80 - 88 minutes
0,-0.38596491228070173,Transfer,1,Node,2,5169,1,1,31009,10,80 - 88 minutes
0,-0.4298245614035088,Walk,0,Transit,0,5169,1,1,31009,10,80 - 88 minutes
0,-0.47368421052631576,"Transfer
(2 min wait)",1,Node,3,5169,1,1,31009,10,80 - 88 minutes
0,-0.6491228070175438,Bus,0,Transit,3,5169,1,1,31009,10,80 - 88 minutes
0,-0.8245614035087718,Transfer,1,Node,3,5169,1,1,31009,10,80 - 88 minutes
0,-0.9122807017543859,"Walk
(10 min)",0,Transit,0,5169,1,1,31009,10,80 - 88 minutes
0,-1,End,0,Terminal,0,5169,1,1,31009,10,80 - 88 minutes
0,0,Start,0,Terminal,0,5169,1,2,31009,15,32 - 36 minutes
0,-0.15625,"Walk
(10 min)",0,Transit,0,5169,1,2,31009,15,32 - 36 minutes
0,-0.3125,"Transfer
(2 min wait)",1,Node,2,5169,1,2,31009,15,32 - 36 minutes
0,-0.59625,Bus,0,Transit,2,5169,1,2,31009,15,32 - 36 minutes
0,-0.88,Transfer,1,Node,2,5169,1,2,31009,15,32 - 36 minutes
0,-0.94,"Walk
(2 min)",0,Transit,0,5169,1,2,31009,15,32 - 36 minutes
0,-1,End,0,Terminal,0,5169,1,2,31009,15,32 - 36 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,5169,1,3,31009,25,24 - 26 minutes
0,-0.5,Uber/Lyft,0,Transit,1,5169,1,3,31009,25,24 - 26 minutes
0,-1,End,0,Terminal,1,5169,1,3,31009,25,24 - 26 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,5169,2,1,31010,20,43 - 65 minutes
0,-0.23809523809523808,Uber/Lyft,0,Transit,1,5169,2,1,31010,20,43 - 65 minutes
0,-0.47619047619047616,"Transfer
(2 min wait)",1,Node,1,5169,2,1,31010,20,43 - 65 minutes
0,-0.6780952380952381,Bus,0,Transit,1,5169,2,1,31010,20,43 - 65 minutes
0,-0.88,Transfer,1,Node,1,5169,2,1,31010,20,43 - 65 minutes
0,-0.94,"Walk
(2 min)",0,Transit,0,5169,2,1,31010,20,43 - 65 minutes
0,-1,End,0,Terminal,0,5169,2,1,31010,20,43 - 65 minutes
0,0,Start,0,Terminal,1,5169,2,2,31010,25,36 - 44 minutes
0,-0.5,"Car
(Express Lane)",0,Transit,1,5169,2,2,31010,25,36 - 44 minutes
0,-1,End,0,Terminal,1,5169,2,2,31010,25,36 - 44 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,5169,2,3,31010,20,42 - 62 minutes
0,-0.2222222222222222,Taxi,0,Transit,1,5169,2,3,31010,20,42 - 62 minutes
0,-0.4444444444444444,"Transfer
(5 min wait)",1,Node,1,5169,2,3,31010,20,42 - 62 minutes
0,-0.6622222222222223,Bus,0,Transit,1,5169,2,3,31010,20,42 - 62 minutes
0,-0.88,Transfer,1,Node,1,5169,2,3,31010,20,42 - 62 minutes
0,-0.94,"Walk
(5 min)",0,Transit,0,5169,2,3,31010,20,42 - 62 minutes
0,-1,End,0,Terminal,0,5169,2,3,31010,20,42 - 62 minutes
0,0,"Start
(2 min wait)",0,Terminal,1,5169,3,1,31011,10,61 - 67 minutes
0,-0.2403846153846154,Taxi,0,Transit,1,5169,3,1,31011,10,61 - 67 minutes
0,-0.4807692307692308,"Transfer
(10 min wait)",1,Node,1,5169,3,1,31011,10,61 - 67 minutes
0,-0.6803846153846154,Bus,0,Transit,1,5169,3,1,31011,10,61 - 67 minutes
0,-0.88,Transfer,1,Node,1,5169,3,1,31011,10,61 - 67 minutes
0,-0.94,"Walk
(2 min)",0,Transit,0,5169,3,1,31011,10,61 - 67 minutes
0,-1,End,0,Terminal,0,5169,3,1,31011,10,61 - 67 minutes
0,0,Start,0,Terminal,1,5169,3,2,31011,15,45 - 55 minutes
0,-0.16666666666666666,"Car
(Express Lane)",0,Transit,1,5169,3,2,31011,15,45 - 55 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,Node,1,5169,3,2,31011,15,45 - 55 minutes
0,-0.5,Bus,0,Transit,1,5169,3,2,31011,15,45 - 55 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,Node,1,5169,3,2,31011,15,45 - 55 minutes
0,-0.8333333333333333,Taxi,0,Transit,1,5169,3,2,31011,15,45 - 55 minutes
0,-1,End,0,Terminal,1,5169,3,2,31011,15,45 - 55 minutes
0,0,Start,0,Terminal,1,5169,3,3,31011,10,57 - 63 minutes
0,-0.2,"Car
(Express Lane)",0,Transit,1,5169,3,3,31011,10,57 - 63 minutes
0,-0.4,"Transfer
(10 min wait)",1,Node,1,5169,3,3,31011,10,57 - 63 minutes
0,-0.6000000000000001,Bus,0,Transit,1,5169,3,3,31011,10,57 - 63 minutes
0,-0.8,Transfer,1,Node,1,5169,3,3,31011,10,57 - 63 minutes
0,-0.9,"Walk
(10 min)",0,Transit,0,5169,3,3,31011,10,57 - 63 minutes
0,-1,End,0,Terminal,0,5169,3,3,31011,10,57 - 63 minutes
0,0,Start,0,Terminal,1,5169,4,1,31012,30,16 - 24 minutes
0,-0.5,"Car
(Express Lane)",0,Transit,1,5169,4,1,31012,30,16 - 24 minutes
0,-1,End,0,Terminal,1,5169,4,1,31012,30,16 - 24 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,5169,4,2,31012,10,33 - 37 minutes
0,-0.25,Taxi,0,Transit,1,5169,4,2,31012,10,33 - 37 minutes
0,-0.5,Transfer,1,Node,1,5169,4,2,31012,10,33 - 37 minutes
0,-0.75,Walk,0,Transit,0,5169,4,2,31012,10,33 - 37 minutes
0,-1,End,0,Terminal,0,5169,4,2,31012,10,33 - 37 minutes
0,0,Start,0,Terminal,1,5169,4,3,31012,15,35 - 53 minutes
0,-0.16666666666666669,"Car
(Express Lane)",0,Transit,1,5169,4,3,31012,15,35 - 53 minutes
0,-0.33333333333333337,"Transfer
(2 min wait)",1,Node,1,5169,4,3,31012,15,35 - 53 minutes
0,-0.5,Bus,0,Transit,1,5169,4,3,31012,15,35 - 53 minutes
0,-0.6666666666666667,"Transfer
(2 min wait)",1,Node,1,5169,4,3,31012,15,35 - 53 minutes
0,-0.8333333333333334,Uber/Lyft,0,Transit,1,5169,4,3,31012,15,35 - 53 minutes
0,-1,End,0,Terminal,1,5169,4,3,31012,15,35 - 53 minutes
