x,y,label,node,labelType,lineNodes,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(5 min wait)",0,Terminal,1,4210,1,1,25255,15,62 - 68 minutes
0,-0.16666666666666666,"Bus
(15 mins)",0,Transit,1,4210,1,1,25255,15,62 - 68 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,Node,1,4210,1,1,25255,15,62 - 68 minutes
0,-0.5,"Bus
(15 mins)",0,Transit,1,4210,1,1,25255,15,62 - 68 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,Node,1,4210,1,1,25255,15,62 - 68 minutes
0,-0.8333333333333333,"Uber/Lyft
(15 mins)",0,Transit,1,4210,1,1,25255,15,62 - 68 minutes
0,-1,End,0,Terminal,1,4210,1,1,25255,15,62 - 68 minutes
0,0,Start,0,Terminal,1,4210,1,2,25255,20,14 - 16 minutes
0,-0.5,"Car
(15 mins)",0,Transit,1,4210,1,2,25255,20,14 - 16 minutes
0,-1,End,0,Terminal,1,4210,1,2,25255,20,14 - 16 minutes
0,0,Start,0,Terminal,1,4210,1,3,25255,20,10 - 10 minutes
0,-0.5,"Car:
Express
(10 mins)",0,Transit,1,4210,1,3,25255,20,10 - 10 minutes
0,-1,End,0,Terminal,1,4210,1,3,25255,20,10 - 10 minutes
0,0,Start,0,Terminal,1,4210,2,1,25256,30,40 - 50 minutes
0,-0.2857142857142857,"Car:
Express
(20 mins)",0,Transit,1,4210,2,1,25256,30,40 - 50 minutes
0,-0.5714285714285714,"Transfer
(10 min wait)",1,Node,1,4210,2,1,25256,30,40 - 50 minutes
0,-0.7857142857142857,"Bus
(15 mins)",0,Transit,1,4210,2,1,25256,30,40 - 50 minutes
0,-1,End,0,Terminal,1,4210,2,1,25256,30,40 - 50 minutes
0,0,Start,0,Terminal,1,4210,2,2,25256,10,27 - 33 minutes
0,-0.5,"Car:
Express
(30 mins)",0,Transit,1,4210,2,2,25256,10,27 - 33 minutes
0,-1,End,0,Terminal,1,4210,2,2,25256,10,27 - 33 minutes
0,0,Start,0,Terminal,1,4210,2,3,25256,15,16 - 24 minutes
0,-0.375,"Car:
Express
(15 mins)",0,Transit,1,4210,2,3,25256,15,16 - 24 minutes
0,-0.75,Transfer,1,Node,1,4210,2,3,25256,15,16 - 24 minutes
0,-0.875,"Walk
(5 mins)",0,Transit,0,4210,2,3,25256,15,16 - 24 minutes
0,-1,End,0,Terminal,0,4210,2,3,25256,15,16 - 24 minutes
0,0,Start,0,Terminal,1,4210,3,1,25257,10,38 - 42 minutes
0,-0.5,"Car:
Express
(40 mins)",0,Transit,1,4210,3,1,25257,10,38 - 42 minutes
0,-1,End,0,Terminal,1,4210,3,1,25257,10,38 - 42 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,4210,3,2,25257,15,50 - 74 minutes
0,-0.3,"Uber/Lyft
(30 mins)",0,Transit,1,4210,3,2,25257,15,50 - 74 minutes
0,-0.6,"Transfer
(2 min wait)",1,Node,1,4210,3,2,25257,15,50 - 74 minutes
0,-0.8,"Bus
(20 mins)",0,Transit,1,4210,3,2,25257,15,50 - 74 minutes
0,-1,End,0,Terminal,1,4210,3,2,25257,15,50 - 74 minutes
0,0,Start,0,Terminal,1,4210,3,3,25257,25,41 - 45 minutes
0,-0.44,"Car
(40 mins)",0,Transit,1,4210,3,3,25257,25,41 - 45 minutes
0,-0.88,Transfer,1,Node,1,4210,3,3,25257,25,41 - 45 minutes
0,-0.94,"Walk
(3 mins)",0,Transit,0,4210,3,3,25257,25,41 - 45 minutes
0,-1,End,0,Terminal,0,4210,3,3,25257,25,41 - 45 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,4210,4,1,25258,10,22 - 28 minutes
0,-0.5,"Uber/Lyft
(20 mins)",0,Transit,1,4210,4,1,25258,10,22 - 28 minutes
0,-1,End,0,Terminal,1,4210,4,1,25258,10,22 - 28 minutes
0,0,"Start
(5 min wait)",0,Terminal,1,4210,4,2,25258,30,66 - 74 minutes
0,-0.1,"Bus
(10 mins)",0,Transit,1,4210,4,2,25258,30,66 - 74 minutes
0,-0.2,"Transfer
(5 min wait)",1,Node,1,4210,4,2,25258,30,66 - 74 minutes
0,-0.44999999999999996,"Bus
(25 mins)",0,Transit,1,4210,4,2,25258,30,66 - 74 minutes
0,-0.7,"Transfer
(10 min wait)",1,Node,1,4210,4,2,25258,30,66 - 74 minutes
0,-0.85,"Taxi
(15 mins)",0,Transit,1,4210,4,2,25258,30,66 - 74 minutes
0,-1,End,0,Terminal,1,4210,4,2,25258,30,66 - 74 minutes
0,0,Start,0,Terminal,1,4210,4,3,25258,20,32 - 48 minutes
0,-0.5,"Car:
Express
(40 mins)",0,Transit,1,4210,4,3,25258,20,32 - 48 minutes
0,-1,End,0,Terminal,1,4210,4,3,25258,20,32 - 48 minutes
0,0,Start,0,Terminal,1,4210,5,1,25259,25,9 - 11 minutes
0,-0.5,"Car:
Express
(10 mins)",0,Transit,1,4210,5,1,25259,25,9 - 11 minutes
0,-1,End,0,Terminal,1,4210,5,1,25259,25,9 - 11 minutes
0,0,"Start
(10 min wait)",0,Terminal,1,4210,5,2,25259,15,52 - 58 minutes
0,-0.125,"Taxi
(10 mins)",0,Transit,1,4210,5,2,25259,15,52 - 58 minutes
